1994/5/2 00:00:00	Black wildebeest	161.00
1994/5/2 00:00:00	Burchell's zebra	131.00
1994/5/2 00:00:00	Eland	76.00
1994/5/2 00:00:00	Oribi	10.00
1994/5/2 00:00:00	Springbok	73.00
1997/2/13 00:00:00	Black wildebeest	95.00
1997/2/13 00:00:00	Burchell's zebra	106.00
1997/2/13 00:00:00	Cattle	46.00
1997/2/13 00:00:00	Eland	125.00
1997/2/13 00:00:00	Grey rhebok	187.00
1997/2/13 00:00:00	Mountain reedbuck	257.00
1997/2/13 00:00:00	Oribi	13.00
1997/2/13 00:00:00	Springbok	54.00
1998/2/10 00:00:00	Black wildebeest	103.00
1998/2/10 00:00:00	Burchell's zebra	99.00
1998/2/10 00:00:00	Cattle	16.00
1998/2/10 00:00:00	Eland	126.00
1998/2/10 00:00:00	Grey rhebok	111.00
1998/2/10 00:00:00	Horses	3.00
1998/2/10 00:00:00	Mountain reedbuck	151.00
1998/2/10 00:00:00	Oribi	14.00
1998/2/10 00:00:00	Red hartebeest	41.00
1998/2/10 00:00:00	Springbok	67.00
1999/2/8 00:00:00	Black wildebeest	103.00
1999/2/8 00:00:00	Burchell's zebra	88.00
1999/2/8 00:00:00	Eland	148.00
1999/2/8 00:00:00	Grey rhebok	67.00
1999/2/8 00:00:00	Mountain reedbuck	232.00
1999/2/8 00:00:00	Oribi	5.00
1999/2/8 00:00:00	Red hartebeest	41.00
1999/2/8 00:00:00	Springbok	53.00
2000/2/18 00:00:00	Black wildebeest	115.00
2000/2/18 00:00:00	Burchell's zebra	92.00
2000/2/18 00:00:00	Eland	165.00
2000/2/18 00:00:00	Grey rhebok	152.00
2000/2/18 00:00:00	Mountain reedbuck	96.00
2000/2/18 00:00:00	Oribi	16.00
2000/2/18 00:00:00	Red hartebeest	15.00
2000/2/18 00:00:00	Springbok	59.00
2002/2/17 00:00:00	Black wildebeest	406.00
2002/2/17 00:00:00	Blesbok	853.00
2002/2/17 00:00:00	Burchell's zebra	281.00
2002/2/17 00:00:00	Cattle	108.00
2002/2/17 00:00:00	Eland	276.00
2002/2/17 00:00:00	Goats	71.00
2002/2/17 00:00:00	Grey rhebok	140.00
2002/2/17 00:00:00	Mountain reedbuck	157.00
2002/2/17 00:00:00	Oribi	17.00
2002/2/17 00:00:00	Red hartebeest	346.00
2002/2/17 00:00:00	Sheep	108.00
2002/2/17 00:00:00	Springbok	172.00
2003/2/4 00:00:00	Black wildebeest	407.00
2003/2/4 00:00:00	Blesbok	528.00
2003/2/4 00:00:00	Burchell's zebra	334.00
2003/2/4 00:00:00	Eland	417.00
2003/2/4 00:00:00	Goats	70.00
2003/2/4 00:00:00	Grey rhebok	154.00
2003/2/4 00:00:00	Mountain reedbuck	142.00
2003/2/4 00:00:00	Oribi	9.00
2003/2/4 00:00:00	Red hartebeest	217.00
2003/2/4 00:00:00	Sheep	70.00
2003/2/4 00:00:00	Springbok	201.00
2004/2/19 00:00:00	Black wildebeest	735.00
2004/2/19 00:00:00	Blesbok	1923.00
2004/2/19 00:00:00	Burchell's zebra	775.00
2004/2/19 00:00:00	Eland	668.00
2004/2/19 00:00:00	Grey rhebok	160.00
2004/2/19 00:00:00	Mountain reedbuck	150.00
2004/2/19 00:00:00	Oribi	7.00
2004/2/19 00:00:00	Red hartebeest	915.00
2004/2/19 00:00:00	Springbok	412.00
