Date	CONTROL	TOTAL	BULLS	CALVES		Longitude		Latitude
2008/03/26	Red Hartebeest	2			-32.292890	22.544390	32.292890	-32.292890
2008/03/26	Springbok	2			-32.292483	22.546313	32.292483	-32.292483
2008/03/26	Ostrich	2			-32.292083	22.548250	32.292083	-32.292083
2008/03/26	Springbok	21			-32.290932	22.553175	32.290932	-32.290932
2008/03/26	Kudu	17			-32.291828	22.564157	32.291828	-32.291828
2008/03/26	Red Hartebeest	1			-32.291073	22.562387	32.291073	-32.291073
2008/03/26	Gemsbok	34		2	-32.287212	22.547153	32.287212	-32.287212
2008/03/26	 Mtn zebra	4			-32.287062	22.543288	32.287062	-32.287062
2008/03/26	Gemsbok	1			-32.287762	22.540115	32.287762	-32.287762
2008/03/26	Grey rhebok	2			-32.287352	22.538330	32.287352	-32.287352
2008/03/26	Grey rhebok	2			-32.198628	22.544595	32.198628	-32.198628
2008/03/26	Steenbok	1			-32.198855	22.534390	32.198855	-32.198855
2008/03/26	Grey rhebok	2			-32.202855	22.535850	32.202855	-32.202855
2008/03/26	Springbok	1			-32.210035	22.514287	32.210035	-32.210035
2008/03/26	 Mtn zebra	6			-32.211303	22.510658	32.211303	-32.211303
2008/03/26	Springbok	8			-32.211973	22.508563	32.211973	-32.211973
2008/03/26	Kudu	4			-32.215068	22.499513	32.215068	-32.215068
2008/03/26	 Mtn zebra	5		1	-32.215963	22.497128	32.215963	-32.215963
2008/03/26	Grey rhebok	3			-32.220553	22.492545	32.220553	-32.220553
2008/03/26	 Mtn zebra	6		1	-32.217383	22.503052	32.217383	-32.217383
2008/03/26	Grey rhebok	6			-32.216328	22.506535	32.216328	-32.216328
2008/03/26	 Mtn zebra	11			-32.214885	22.511045	32.214885	-32.214885
2008/03/26	Springbok	5			-32.214263	22.512708	32.214263	-32.214263
2008/03/26	 Mtn zebra	8			-32.213242	22.515478	32.213242	-32.213242
2008/03/26	Springbok	1			-32.211887	22.518903	32.211887	-32.211887
2008/03/26	Kudu	8			-32.217747	22.512918	32.217747	-32.217747
2008/03/26	Red Hartebeest	5			-32.218777	22.509162	32.218777	-32.218777
2008/03/26	Springbok	7			-32.219405	22.508050	32.219405	-32.219405
2008/03/26	 Mtn zebra	6			-32.220030	22.505865	32.220030	-32.220030
2008/03/26	Springbok	2			-32.221047	22.503018	32.221047	-32.221047
2008/03/26	 Mtn zebra	5			-32.222817	22.501343	32.222817	-32.222817
2008/03/26	Kudu	4			-32.225057	22.501823	32.225057	-32.225057
2008/03/26	 Mtn zebra	6		1	-32.226747	22.503085	32.226747	-32.226747
2008/03/26	Springbok	4			-32.226813	22.505392	32.226813	-32.226813
2008/03/26	Kudu	3			-32.227163	22.506857	32.227163	-32.227163
2008/03/26	Grey rhebok	4			-32.226823	22.508553	32.226823	-32.226823
2008/03/26	Grey rhebok	3			-32.224818	22.510020	32.224818	-32.224818
2008/03/26	Springbok	1			-32.224133	22.508483	32.224133	-32.224133
2008/03/26	Grey rhebok	2			-32.228097	22.505727	32.228097	-32.228097
2008/03/26	Grey rhebok	3			-32.220277	22.523727	32.220277	-32.220277
2008/03/26	Grey rhebok	3			-32.219108	22.526263	32.219108	-32.219108
2008/03/26	Springbok	2			-32.223953	22.525090	32.223953	-32.223953
2008/03/26	Red Hartebeest	4			-32.227025	22.520108	32.227025	-32.227025
2008/03/26	Springbok	3			-32.229367	22.515980	32.229367	-32.229367
2008/03/26	 Mtn zebra	6			-32.231860	22.512465	32.231860	-32.231860
2008/03/26	Grey rhebok	4			-32.233545	22.512332	32.233545	-32.233545
2008/03/26	 Mtn zebra	6			-32.235013	22.513435	32.235013	-32.235013
2008/03/26	Red Hartebeest	1			-32.234615	22.519842	32.234615	-32.234615
2008/03/26	Grey rhebok	1			-32.240677	22.516388	32.240677	-32.240677
2008/03/26	Grey rhebok	4			-32.229550	22.500027	32.229550	-32.229550
2008/03/26	Springbok	1			-32.228133	22.498713	32.228133	-32.228133
2008/03/26	 Mtn zebra	4			-32.226470	22.497155	32.226470	-32.226470
2008/03/26	Grey rhebok	3			-32.224803	22.495693	32.224803	-32.224803
2008/03/26	Grey rhebok	1			-32.234698	22.496990	32.234698	-32.234698
2008/03/26	Grey rhebok	2			-32.254107	22.509593	32.254107	-32.254107
2008/03/26	Jackal	1			-32.245183	22.497818	32.245183	-32.245183
2008/03/26	 Mtn zebra	2			-32.238973	22.492815	32.238973	-32.238973
2008/03/26	Grey rhebok	5			-32.229858	22.485232	32.229858	-32.229858
2008/03/26	Grey rhebok	9			-32.223030	22.479270	32.223030	-32.223030
2008/03/26	Red Hartebeest	8			-32.259422	22.495818	32.259422	-32.259422
2008/03/26	 Mtn zebra	2			-32.233662	22.474773	32.233662	-32.233662
2008/03/26	Red Hartebeest	20		2	-32.231518	22.472903	32.231518	-32.231518
2008/03/26	Grey rhebok	10			-32.233942	22.466902	32.233942	-32.233942
2008/03/26	 Mtn zebra	2			-32.242517	22.473877	32.242517	-32.242517
2008/03/26	 Mtn zebra	4			-32.250455	22.480273	32.250455	-32.250455
2008/03/26	 Mtn zebra	4			-32.268985	22.488597	32.268985	-32.268985
2008/03/27	Klipspringer	3			-32.252097	22.471523	32.252097	-32.252097
2008/03/27	Klipspringer	3			-32.287728	22.486858	32.287728	-32.287728
2008/03/27	Kudu	1			-32.277097	22.474908	32.277097	-32.277097
2008/03/27	Kudu	1			-32.259415	22.460230	32.259415	-32.259415
2008/03/27	Kudu	3			-32.276677	22.467945	32.276677	-32.276677
2008/03/27	Kudu	2			-32.288450	22.477532	32.288450	-32.288450
2008/03/27	Kudu	4			-32.285915	22.468493	32.285915	-32.285915
2008/03/27	Kudu	2			-32.248050	22.448950	32.248050	-32.248050
2008/03/27	Grey rhebok	1			-32.246772	22.427508	32.246772	-32.246772
2008/03/27	Kudu	1			-32.247455	22.426223	32.247455	-32.247455
2008/03/27	Grey rhebok	1			-32.249285	22.415212	32.249285	-32.249285
2008/03/27	Grey rhebok	4			-32.249875	22.412707	32.249875	-32.249875
2008/03/27	Gemsbok	9			-32.254397	22.394752	32.254397	-32.254397
2008/03/27	Grey rhebok	1			-32.254725	22.393552	32.254725	-32.254725
2008/03/27	Jackal	1			-32.255293	22.391517	32.255293	-32.255293
2008/03/27	Baboon	10			-32.259485	22.376402	32.259485	-32.259485
2008/03/27	Baboon	15			-32.261337	22.375653	32.261337	-32.261337
2008/03/27	Grey rhebok	1			-32.262447	22.376158	32.262447	-32.262447
2008/03/27	 Mtn zebra	8			-32.258313	22.373750	32.258313	-32.258313
2008/03/27	Klipspringer	2			-32.253497	22.380487	32.253497	-32.253497
2008/03/27	Kudu	1			-32.251492	22.386622	32.251492	-32.251492
2008/03/27	Kudu	4			-32.247522	22.403828	32.247522	-32.247522
2008/03/27	Klipspringer	2			-32.248597	22.402555	32.248597	-32.248597
2008/03/27	Klipspringer	2			-32.247590	22.405435	32.247590	-32.247590
2008/03/27	Baboon	10			-32.240048	22.421827	32.240048	-32.240048
2008/03/27	Klipspringer	2			-32.233537	22.438253	32.233537	-32.233537
2008/03/27	Klipspringer	2			-32.215343	22.359697	32.215343	-32.215343
2008/03/27	Grey rhebok	3			-32.208043	22.353995	32.208043	-32.208043
2008/03/27	Klipspringer	2			-32.206528	22.353212	32.206528	-32.206528
2008/03/27	Red Hartebeest	8			-32.171568	22.324938	32.171568	-32.171568
2008/03/27	Kudu	1			-32.175228	22.326803	32.175228	-32.175228
2008/03/27	Kudu	2			-32.177447	22.328600	32.177447	-32.177447
2008/03/27	Kudu	1	1		-32.178040	22.329735	32.178040	-32.178040
2008/03/27	Kudu	12			-32.179670	22.330757	32.179670	-32.179670
2008/03/27	Gemsbok	1			-32.189070	22.337217	32.189070	-32.189070
2008/03/27	Kudu	5			-32.163327	22.323283	32.163327	-32.163327
2008/03/27	Kudu	8			-32.161620	22.322727	32.161620	-32.161620
2008/03/27	Kudu	4			-32.157572	22.326818	32.157572	-32.157572
2008/03/27	Gemsbok	1			-32.180447	22.348793	32.180447	-32.180447
2008/03/27	Kudu	4			-32.150170	22.327850	32.150170	-32.150170
2008/03/27	Klipspringer	2			-32.158465	22.341115	32.158465	-32.158465
2008/03/27	Klipspringer	2			-32.183020	22.356302	32.183020	-32.183020
2008/03/27	Kudu	3			-32.196722	22.336500	32.196722	-32.196722
2008/03/27	Ostrich	1			-32.179540	22.325997	32.179540	-32.179540
2008/03/27	Kudu	1			-32.173958	22.321013	32.173958	-32.173958
2008/03/27	Red Hartebeest	1			-32.182678	22.322805	32.182678	-32.182678
2008/03/27	 Mtn zebra	6			-32.200825	22.335442	32.200825	-32.200825
2008/03/27	Kudu	2			-32.201582	22.328580	32.201582	-32.201582
2008/03/27	Kudu	1			-32.198438	22.326477	32.198438	-32.198438
2008/03/27	Grey rhebok	2			-32.196925	22.325457	32.196925	-32.196925
2008/03/27	Ostrich	2			-32.187838	22.318883	32.187838	-32.187838
2008/03/27	Kudu	3			-32.183603	22.309082	32.183603	-32.183603
2008/03/27	Kudu	3			-32.186670	22.309978	32.186670	-32.186670
2008/03/27	Duiker	1			-32.186213	22.308442	32.186213	-32.186213
2008/03/27	Kudu	6			-32.185158	22.309207	32.185158	-32.185158
2008/03/27	Eland	3			-32.185683	22.310743	32.185683	-32.185683
2008/03/27	Gemsbok	1			-32.187930	22.312213	32.187930	-32.187930
2008/03/27	Jackal	1			-32.199983	22.321507	32.199983	-32.199983
2008/03/27	Gemsbok	1			-32.201442	22.322660	32.201442	-32.201442
2008/03/27	Black Rhino	1			-32.193057	22.300188	32.193057	-32.193057
2008/03/27	Kudu	5			-32.162622	22.282702	32.162622	-32.162622
2008/03/27	Kudu	5			-32.199953	22.308652	32.199953	-32.199953
2008/03/27	Red Hartebeest	1			-32.205708	22.312680	32.205708	-32.205708
2008/03/27	Red Hartebeest	2			-32.209468	22.315272	32.209468	-32.209468
2008/03/27	Gemsbok	1			-32.215505	22.318648	32.215505	-32.215505
2008/03/27	Red Hartebeest	1			-32.199745	22.300040	32.199745	-32.199745
2008/03/27	Ostrich	4	1		-32.188513	22.291593	32.188513	-32.188513
2008/03/27	Ostrich	6			-32.185620	22.289328	32.185620	-32.185620
2008/03/27	Grey rhebok	1			-32.164805	22.270498	32.164805	-32.164805
2008/03/27	Red Hartebeest	10			-32.182838	22.280208	32.182838	-32.182838
2008/03/27	Ostrich	7			-32.195287	22.290412	32.195287	-32.195287
2008/03/27	Red Hartebeest	1			-32.208073	22.300238	32.208073	-32.208073
2008/03/27	Kudu	3			-32.214272	22.305113	32.214272	-32.214272
2008/03/27	Gemsbok	1			-32.219342	22.309230	32.219342	-32.219342
2008/03/27	Red Hartebeest	1			-32.223475	22.305567	32.223475	-32.223475
2008/03/27	Red Hartebeest	2			-32.222075	22.304043	32.222075	-32.222075
2008/03/27	Gemsbok	20			-32.209055	22.293288	32.209055	-32.209055
2008/03/27	Red Hartebeest	1			-32.207792	22.292348	32.207792	-32.207792
2008/03/27	Red Hartebeest	7			-32.197103	22.284035	32.197103	-32.197103
2008/03/27	Gemsbok	1			-32.195997	22.283190	32.195997	-32.195997
2008/03/27	Gemsbok	4			-32.192363	22.280277	32.192363	-32.192363
2008/03/27	Ostrich	1			-32.191003	22.279270	32.191003	-32.191003
2008/03/27	 Mtn zebra	6			-32.168735	22.260715	32.168735	-32.168735
2008/03/27	Red Hartebeest	1			-32.172878	22.256242	32.172878	-32.172878
2008/03/27	Gemsbok	1			-32.200900	22.279495	32.200900	-32.200900
2008/03/27	Springbok	1			-32.203288	22.281590	32.203288	-32.203288
2008/03/27	Gemsbok	3			-32.204485	22.282698	32.204485	-32.204485
2008/03/27	Red Hartebeest	41			-32.220600	22.292857	32.220600	-32.220600
2008/03/27	Ostrich	8			-32.221947	22.293853	32.221947	-32.221947
2008/03/27	Red Hartebeest	2			-32.230830	22.297565	32.230830	-32.230830
2008/03/27	Springbok	4			-32.230633	22.294632	32.230633	-32.230633
2008/03/27	Red Hartebeest	1			-32.229305	22.292018	32.229305	-32.229305
2008/03/27	Red Hartebeest	3			-32.219213	22.282725	32.219213	-32.219213
2008/03/27	Ostrich	2			-32.217212	22.281472	32.217212	-32.217212
2008/03/27	Red Hartebeest	4			-32.210242	22.277908	32.210242	-32.210242
2008/03/27	Gemsbok	17			-32.207370	22.275482	32.207370	-32.207370
2008/03/27	Gemsbok	2			-32.200205	22.269867	32.200205	-32.200205
2008/03/27	Red Hartebeest	1			-32.198738	22.268580	32.198738	-32.198738
2008/03/27	Gemsbok	1			-32.197392	22.267557	32.197392	-32.197392
2008/03/27	Red Hartebeest	14			-32.186322	22.259525	32.186322	-32.186322
2008/03/27	 Mtn zebra	4			-32.182017	22.255985	32.182017	-32.182017
2008/03/27	Red Hartebeest	3			-32.180522	22.254700	32.180522	-32.180522
2008/03/27	Springbok	1			-32.178060	22.252580	32.178060	-32.178060
2008/03/27	 Mtn zebra	10			-32.176892	22.251637	32.176892	-32.176892
2008/03/27	 Mtn zebra	3			-32.175282	22.250333	32.175282	-32.175282
2008/03/27	Gemsbok	17			-32.174972	22.247463	32.174972	-32.174972
2008/03/27	 Mtn zebra	6			-32.170857	22.244555	32.170857	-32.170857
2008/03/27	Kudu	1			-32.181623	22.242055	32.181623	-32.181623
2008/03/27	Red Hartebeest	10			-32.185520	22.242730	32.185520	-32.185520
2008/03/27	Jackal	1			-32.185713	22.245093	32.185713	-32.185713
2008/03/27	Ostrich	3			-32.188110	22.251337	32.188110	-32.188110
2008/03/27	Red Hartebeest	14			-32.196780	22.258998	32.196780	-32.196780
2008/03/27	Red Hartebeest	2			-32.200300	22.261738	32.200300	-32.200300
2008/03/27	Red Hartebeest	7			-32.205287	22.265057	32.205287	-32.205287
2008/03/27	Gemsbok	1			-32.206277	22.265775	32.206277	-32.206277
2008/03/27	Gemsbok	20			-32.217982	22.274510	32.217982	-32.217982
2008/03/27	Red Hartebeest	4			-32.219445	22.275467	32.219445	-32.219445
2008/03/27	Kudu	12			-32.223737	22.278412	32.223737	-32.223737
2008/03/27	Gemsbok	1			-32.224817	22.279307	32.224817	-32.224817
2008/03/27	Duiker	1			-32.226192	22.280300	32.226192	-32.226192
2008/03/27	Kudu	4			-32.223905	22.274013	32.223905	-32.223905
2008/03/27	Kudu	1			-32.223047	22.273135	32.223047	-32.223047
2008/03/27	Gemsbok	12			-32.218158	22.268460	32.218158	-32.218158
2008/03/27	Gemsbok	15			-32.215675	22.265208	32.215675	-32.215675
2008/03/27	Red Hartebeest	6			-32.206285	22.257523	32.206285	-32.206285
2008/03/27	Red Hartebeest	2			-32.203123	22.254495	32.203123	-32.203123
2008/03/27	Gemsbok	3			-32.201543	22.253062	32.201543	-32.201543
2008/03/27	Ostrich	4	3		-32.198715	22.250402	32.198715	-32.198715
2008/03/27	Gemsbok	1			-32.196083	22.247918	32.196083	-32.196083
2008/03/27	Springbok	1			-32.193635	22.245445	32.193635	-32.193635
2008/03/27	Red Hartebeest	5			-32.192482	22.244222	32.192482	-32.192482
2008/03/27	Mt Reedbuck	3			-32.191320	22.243098	32.191320	-32.191320
2008/03/27	Kudu	1			-32.190495	22.242338	32.190495	-32.190495
2008/03/27	Red Hartebeest	1			-32.183368	22.236032	32.183368	-32.183368
2008/03/27	Springbok	3			-32.177117	22.230048	32.177117	-32.177117
2008/03/27	Gemsbok	1			-32.177593	22.228592	32.177593	-32.177593
2008/03/27	Red Hartebeest	1			-32.221313	22.263715	32.221313	-32.221313
2008/03/27	Gemsbok	20			-32.223998	22.266325	32.223998	-32.223998
2008/03/27	Kudu	1			-32.228550	22.269977	32.228550	-32.228550
2008/03/27	Gemsbok	3			-32.230122	22.269395	32.230122	-32.230122
2008/03/27	Kudu	4			-32.231100	22.268140	32.231100	-32.231100
2008/03/27	Gemsbok	1			-32.219332	22.256085	32.219332	-32.219332
2008/03/27	Kudu	6			-32.202030	22.239053	32.202030	-32.202030
2008/03/27	 Mtn zebra	5			-32.194635	22.231418	32.194635	-32.194635
2008/03/27	Springbok	1			-32.191483	22.228210	32.191483	-32.191483
2008/03/27	Red Hartebeest	2			-32.181885	22.217852	32.181885	-32.181885
2008/03/27	 Mtn zebra	27			-32.182745	22.209652	32.182745	-32.182745
2008/03/27	Kudu	1			-32.184277	22.207720	32.184277	-32.184277
2008/03/27	Springbok	1			-32.187015	22.210745	32.187015	-32.187015
2008/03/27	Baboon	1			-32.189875	22.216085	32.189875	-32.189875
2008/03/27	Baboon	20			-32.193702	22.220500	32.193702	-32.193702
2008/03/27	Red Hartebeest	4			-32.196925	22.222832	32.196925	-32.196925
2008/03/27	Springbok	5			-32.199078	22.222647	32.199078	-32.199078
2008/03/27	Red Hartebeest	1			-32.201415	22.222795	32.201415	-32.201415
2008/03/27	Red Hartebeest	7			-32.203410	22.228875	32.203410	-32.203410
2008/03/27	Kudu	8			-32.211777	22.238325	32.211777	-32.211777
2008/03/27	Gemsbok	3			-32.217595	22.245177	32.217595	-32.217595
2008/03/27	Red Hartebeest	1			-32.218773	22.246557	32.218773	-32.218773
2008/03/27	Springbok	2			-32.221313	22.249522	32.221313	-32.221313
2008/03/27	Springbok	2			-32.201558	22.216160	32.201558	-32.201558
2008/03/27	Red Hartebeest	29			-32.203700	22.203808	32.203700	-32.203700
2008/03/27	 Mtn zebra	24			-32.205640	22.209132	32.205640	-32.205640
2008/03/27	Springbok	21			-32.202102	22.210110	32.202102	-32.202102
2008/03/27	Springbok	5			-32.202063	22.206088	32.202063	-32.202063
2008/03/27	Red Hartebeest	1			-32.203047	22.202307	32.203047	-32.203047
2008/03/27	Springbok	31			-32.200743	22.200140	32.200743	-32.200743
2008/03/27	Springbok	1			-32.207103	22.205440	32.207103	-32.207103
2008/03/27	Red Hartebeest	1			-32.211837	22.213477	32.211837	-32.211837
2008/03/27	Kudu	3			-32.227617	22.235095	32.227617	-32.227617
2008/03/27	Red Hartebeest	7			-32.218887	22.210065	32.218887	-32.218887
2008/03/27	Red Hartebeest	1	1		-32.217012	22.207347	32.217012	-32.217012
2008/03/27	Ostrich	3			-32.215760	22.205572	32.215760	-32.215760
2008/03/27	Gemsbok	1			-32.219515	22.199680	32.219515	-32.219515
2008/03/27	Red Hartebeest	1			-32.221680	22.202873	32.221680	-32.221680
2008/03/27	Gemsbok	1			-32.223548	22.205457	32.223548	-32.223548
2008/03/27	Red Hartebeest	10			-32.225375	22.208037	32.225375	-32.225375
2008/03/27	Gemsbok	9			-32.233973	22.220613	32.233973	-32.233973
2008/03/27	Ostrich	2			-32.234975	22.221868	32.234975	-32.234975
2008/03/27	Ostrich	1			-32.238405	22.225507	32.238405	-32.238405
2008/03/27	Red Hartebeest	9			-32.239792	22.227267	32.239792	-32.239792
2008/03/27	Red Hartebeest	16			-32.240867	22.228912	32.240867	-32.240867
2008/03/27	Red Hartebeest	1			-32.238897	22.219553	32.238897	-32.238897
2008/03/27	Kudu	2			-32.234000	22.214427	32.234000	-32.234000
2008/03/27	Kudu	2	2		-32.229040	22.210397	32.229040	-32.229040
2008/03/27	Red Hartebeest	1			-32.219865	22.195682	32.219865	-32.219865
2008/03/27	Gemsbok	1			-32.219053	22.194443	32.219053	-32.219053
2008/03/27	Kudu	8			-32.217163	22.184908	32.217163	-32.217163
2008/03/27	Kudu	3			-32.230980	22.201230	32.230980	-32.230980
2008/03/27	Gemsbok	1			-32.231887	22.202768	32.231887	-32.231887
2008/03/27	Red Hartebeest	2			-32.234353	22.194880	32.234353	-32.234353
2008/03/27	Red Hartebeest	5			-32.225180	22.178192	32.225180	-32.225180
2008/03/27	Kudu	7			-32.256322	22.228440	32.256322	-32.256322
2008/03/27	Gemsbok	1			-32.257015	22.229578	32.257015	-32.257015
2008/03/27	Red Hartebeest	2			-32.259582	22.229972	32.259582	-32.259582
2008/03/27	Red Hartebeest	1			-32.255258	22.210958	32.255258	-32.255258
2008/03/27	Gemsbok	1			-32.253993	22.207500	32.253993	-32.253993
2008/03/27	Springbok	2			-32.246433	22.188580	32.246433	-32.246433
2008/03/27	Red Hartebeest	1			-32.245422	22.186162	32.245422	-32.245422
2008/03/27	Jackal	1			-32.253558	22.187892	32.253558	-32.253558
2008/03/27	Red Hartebeest	1			-32.258853	22.202378	32.258853	-32.258853
2008/03/27	Springbok	1			-32.268018	22.230707	32.268018	-32.268018
2008/03/27	Red Hartebeest	16			-32.267378	22.207612	32.267378	-32.267378
2008/03/27	 Mtn zebra	4			-32.266618	22.205417	32.266618	-32.266618
2008/03/27	Red Hartebeest	1			-32.264565	22.199257	32.264565	-32.264565
2008/03/27	Springbok	1			-32.260455	22.187715	32.260455	-32.260455
2008/03/27	Kudu	5	5		-32.258635	22.182603	32.258635	-32.258635
2008/03/27	Springbok	1			-32.254060	22.170092	32.254060	-32.254060
2008/03/27	Steenbok	1			-32.250605	22.150420	32.250605	-32.250605
2008/03/27	Red Hartebeest	15			-32.265778	22.174440	32.265778	-32.265778
2008/03/27	Springbok	1			-32.266030	22.176845	32.266030	-32.266030
2008/03/27	Jackal	1			-32.270838	22.192812	32.270838	-32.270838
2008/03/27	Gemsbok	5			-32.272743	22.199630	32.272743	-32.272743
2008/03/27	Red Hartebeest	2			-32.275198	22.208537	32.275198	-32.275198
2008/03/27	Gemsbok	1			-32.283508	22.230523	32.283508	-32.283508
2008/03/27	Eland	4			-32.286247	22.223855	32.286247	-32.286247
2008/03/27	Gemsbok	1			-32.281627	22.205783	32.281627	-32.281627
2008/03/27	Kudu	10			-32.271120	22.157528	32.271120	-32.271120
2008/03/27	Kudu	4			-32.273467	22.162172	32.273467	-32.273467
2008/03/27	Red Hartebeest	2			-32.276073	22.170110	32.276073	-32.276073
2008/03/27	Ostrich	7		5	-32.278912	22.178353	32.278912	-32.278912
2008/03/27	Ostrich	2			-32.288110	22.209258	32.288110	-32.288110
2008/03/27	Gemsbok	1			-32.288738	22.211492	32.288738	-32.288738
2008/03/27	Blesbok	3			-32.297132	22.218158	32.297132	-32.297132
2008/03/27	Red Hartebeest	1			-32.286323	22.180730	32.286323	-32.286323
2008/03/27	Springbok	1			-32.294160	22.188123	32.294160	-32.294160
2008/03/27	Red Hartebeest	2			-32.298795	22.180273	32.298795	-32.298795
2008/03/27	Springbok	1			-32.298383	22.178632	32.298383	-32.298383
2008/03/27	Springbok	1			-32.294742	22.161793	32.294742	-32.294742
2008/03/27	 Mtn zebra	8			-32.306755	22.185690	32.306755	-32.306755
2008/03/27	Springbok	1			-32.325893	22.203078	32.325893	-32.325893
2008/03/27	Kudu	6			-32.286883	22.123642	32.286883	-32.286883
2008/03/27	Springbok	1			-32.288963	22.134045	32.288963	-32.288963
2008/03/27	Kudu	1			-32.289347	22.135935	32.289347	-32.289347
2008/03/27	Springbok	1			-32.289967	22.138927	32.289967	-32.289967
2008/03/27	Kudu	5			-32.286645	22.150218	32.286645	-32.286645
2008/03/27	Kudu	6			-32.282368	22.120882	32.282368	-32.282368
2008/03/27	Springbok	1			-32.278695	22.135492	32.278695	-32.278695
2008/03/27	Springbok	29			-32.279318	22.146250	32.279318	-32.279318
2008/03/27	Red Hartebeest	5			-32.279982	22.151863	32.279982	-32.279982
2008/03/27	Ostrich	4			-32.280592	22.156103	32.280592	-32.280592
2008/03/27	Kudu	2			-32.279027	22.164457	32.279027	-32.279027
2008/03/27	Kudu	1			-32.276968	22.160877	32.276968	-32.276968
2008/03/27	Kudu	4			-32.276663	22.158675	32.276663	-32.276663
2008/03/27	Springbok	1			-32.271018	22.114387	32.271018	-32.271018
2008/03/27	Springbok	5			-32.262005	22.072878	32.262005	-32.262005
2008/03/27	Kudu	1			-32.262402	22.076437	32.262402	-32.262402
2008/03/27	Steenbok	1			-32.267102	22.125793	32.267102	-32.267102
2008/03/27	 Mtn zebra	5			-32.268243	22.137613	32.268243	-32.268243
2008/03/27	Kudu	2	2		-32.267760	22.159433	32.267760	-32.267760
2008/03/27	Kudu	1			-32.262107	22.139912	32.262107	-32.262107
2008/03/27	Springbok	1			-32.259322	22.102810	32.259322	-32.259322
2008/03/27	Springbok	3			-32.258623	22.089208	32.258623	-32.258623
2008/03/27	Steenbok	2			-32.258415	22.076345	32.258415	-32.258415
2008/03/27	Springbok	3			-32.258350	22.070093	32.258350	-32.258350
2008/03/27	Springbok	3			-32.246042	22.114945	32.246042	-32.246042
2008/03/27	Springbok	8			-32.246013	22.117020	32.246013	-32.246013
2008/03/27	Jackal	1			-32.241033	22.101915	32.241033	-32.241033
2008/03/27	Klipspringer	2			-32.240240	22.098463	32.240240	-32.240240
2008/03/27	Springbok	1			-32.235307	22.117010	32.235307	-32.235307
2008/03/27	Kudu	1			-32.232588	22.138298	32.232588	-32.232588
2008/03/27	Eland	2			-32.228507	22.125252	32.228507	-32.228507
2008/03/27	Kudu	1	1		-32.233020	22.092818	32.233020	-32.233020
2008/03/27	 Mtn zebra	3			-32.225308	22.108540	32.225308	-32.225308
2008/03/27	Springbok	6			-32.224633	22.112852	32.224633	-32.224633
2008/03/27	Klipspringer	2			-32.223985	22.116910	32.223985	-32.223985
2008/03/27	Springbok	2			-32.223562	22.118970	32.223562	-32.223562
2008/03/27	Kudu	5			-32.218560	22.118935	32.218560	-32.218560
2008/03/27	Red Hartebeest	1			-32.206750	22.121945	32.206750	-32.206750
2008/03/27	Kudu	4			-32.184347	22.060340	32.184347	-32.184347
2008/03/27	Kudu	2			-32.186482	22.063348	32.186482	-32.186482
2008/03/27	Kudu	3			-32.188233	22.072783	32.188233	-32.188233
2008/03/27	Kudu	2			-32.189828	22.073710	32.189828	-32.189828
2008/03/27	Kudu	6			-32.191405	22.075352	32.191405	-32.191405
2008/03/27	Red Hartebeest	11			-32.245433	22.241805	32.245433	-32.245433
2008/03/27	Kudu	1			-32.240522	22.243512	32.240522	-32.240522
2008/03/27	Ostrich	1			-32.235910	22.245520	32.235910	-32.235910
2008/03/27	Kudu	3			-32.251478	22.248075	32.251478	-32.251478
2008/03/27	Red Hartebeest	1			-32.263655	22.243628	32.263655	-32.263655
2008/03/27	Gemsbok	14			-32.276885	22.238747	32.276885	-32.276885
2008/03/27	Springbok	38			-32.298235	22.230142	32.298235	-32.298235
2008/03/27	Springbok	2			-32.325588	22.229618	32.325588	-32.325588
2008/03/27	Red Hartebeest	18			-32.292170	22.241032	32.292170	-32.292170
2008/03/27	Eland	4			-32.260000	22.253340	32.260000	-32.260000
2008/03/27	Red Hartebeest	2			-32.258343	22.253998	32.258343	-32.258343
2008/03/27	Gemsbok	1			-32.236308	22.263045	32.236308	-32.236308
2008/03/27	Ostrich	2	1		-32.236807	22.268467	32.236807	-32.236807
2008/03/27	Ostrich	2			-32.256525	22.264393	32.256525	-32.256525
2008/03/27	Kudu	4			-32.261613	22.262832	32.261613	-32.261613
2008/03/27	Eland	2	2		-32.279048	22.257322	32.279048	-32.279048
2008/03/27	Kudu	3			-32.291455	22.252967	32.291455	-32.291455
2008/03/27	Red Hartebeest	1			-32.304228	22.248678	32.304228	-32.304228
2008/03/27	Kudu	4			-32.310688	22.248328	32.310688	-32.310688
2008/03/27	Duiker	1			-32.308427	22.249083	32.308427	-32.308427
2008/03/27	Eland	14			-32.311505	22.248765	32.311505	-32.311505
2008/03/27	Ostrich	2			-32.320368	22.245808	32.320368	-32.320368
2008/03/27	Gemsbok	1			-32.321990	22.245152	32.321990	-32.321990
2008/03/27	Ostrich	4			-32.323968	22.244382	32.323968	-32.323968
2008/03/27	Red Hartebeest	1			-32.325902	22.243633	32.325902	-32.325902
2008/03/27	Kudu	1			-32.341375	22.245112	32.341375	-32.341375
2008/03/27	Kudu	8			-32.327005	22.250298	32.327005	-32.327005
2008/03/27	Ostrich	5			-32.309523	22.255597	32.309523	-32.309523
2008/03/27	Kudu	1			-32.293840	22.260760	32.293840	-32.293840
2008/03/27	Jackal	1			-32.283202	22.264238	32.283202	-32.283202
