Date	CONTROL	TOTAL	BULLS	CALVES		Longitude		Latitude
2008/03/26	Klipspringer	3			-32.318657	22.513622	32.318657	-32.318657
2008/03/26	Klipspringer	1			-32.316455	22.519322	32.316455	-32.316455
2008/03/26	Klipspringer	1			-32.313720	22.519402	32.313720	-32.313720
2008/03/26	Klipspringer	1			-32.309182	22.515953	32.309182	-32.309182
2008/03/26	Klipspringer	1			-32.299038	22.521758	32.299038	-32.299038
2008/03/26	Klipspringer	2			-32.294487	22.522733	32.294487	-32.294487
2008/03/26	Baboon	1			-32.285988	22.520792	32.285988	-32.285988
2008/03/26	Klipspringer	2			-32.300678	22.522298	32.300678	-32.300678
2008/03/26	Mt Reedbuck	4			-32.319732	22.515028	32.319732	-32.319732
2008/03/26	Klipspringer	2			-32.320723	22.513708	32.320723	-32.320723
2008/03/26	Grey rhebok	3			-32.321912	22.514187	32.321912	-32.321912
2008/03/26	Klipspringer	3			-32.322455	22.515530	32.322455	-32.322455
2008/03/26	Klipspringer	3			-32.325135	22.521620	32.325135	-32.325135
2008/03/26	Klipspringer	2			-32.324732	22.518085	32.324732	-32.324732
2008/03/26	Klipspringer	2			-32.323825	22.519657	32.323825	-32.323825
2008/03/26	Grey rhebok	1			-32.321962	22.521163	32.321962	-32.321962
2008/03/26	Mt Reedbuck	2			-32.297750	22.524473	32.297750	-32.297750
2008/03/26	Kudu	1			-32.295313	22.524882	32.295313	-32.295313
2008/03/26	Klipspringer	2			-32.292428	22.525920	32.292428	-32.292428
2008/03/26	Red Hartebeest	1			-32.291038	22.531515	32.291038	-32.291038
2008/03/26	Kudu	9			-32.290193	22.533697	32.290193	-32.290193
2008/03/26	Kudu	10	5		-32.289863	22.529957	32.289863	-32.289863
2008/03/26	Grey rhebok	3			-32.294637	22.528008	32.294637	-32.294637
2008/03/26	 Mtn zebra	2			-32.295633	22.529457	32.295633	-32.295633
2008/03/26	Kudu	1	1		-32.303745	22.528012	32.303745	-32.303745
2008/03/26	Grey rhebok	3			-32.328708	22.519655	32.328708	-32.328708
2008/03/26	Kudu	1			-32.329053	22.517965	32.329053	-32.329053
2008/03/26	Jackal	1			-32.321905	22.525990	32.321905	-32.321905
2008/03/26	Kudu	6			-32.319990	22.526028	32.319990	-32.319990
2008/03/26	Kudu	4			-32.308053	22.528560	32.308053	-32.308053
2008/03/26	Kudu	3			-32.300847	22.529852	32.300847	-32.300847
2008/03/26	Kudu	1			-32.299647	22.530287	32.299647	-32.299647
2008/03/26	Kudu	5			-32.291817	22.533375	32.291817	-32.291817
2008/03/26	Kudu	3			-32.290683	22.533757	32.290683	-32.290683
2008/03/26	Grey rhebok	4			-32.288280	22.534408	32.288280	-32.288280
2008/03/26	Kudu	2			-32.283353	22.541947	32.283353	-32.283353
2008/03/26	 Mtn zebra	4			-32.285037	22.546328	32.285037	-32.285037
2008/03/26	 Mtn zebra	2			-32.285348	22.547742	32.285348	-32.285348
2008/03/26	 Mtn zebra	2			-32.285308	22.549177	32.285308	-32.285308
2008/03/26	Grey rhebok	3			-32.285197	22.550412	32.285197	-32.285197
2008/03/26	Kudu	1			-32.284923	22.551610	32.284923	-32.284923
2008/03/26	Klipspringer	1			-32.282245	22.554120	32.282245	-32.282245
2008/03/26	Baboon	1			-32.281873	22.555618	32.281873	-32.281873
2008/03/26	Kudu	6			-32.279905	22.561327	32.279905	-32.279905
2008/03/26	Baboon	2			-32.281185	22.551637	32.281185	-32.281185
2008/03/26	 Mtn zebra	4			-32.268838	22.559488	32.268838	-32.268838
2008/03/26	 Mtn zebra	2			-32.257957	22.562578	32.257957	-32.257957
2008/03/26	Kudu	7			-32.256717	22.559568	32.256717	-32.256717
2008/03/26	Kudu	3			-32.255248	22.557647	32.255248	-32.255248
2008/03/26	Kudu	1	1		-32.255155	22.549202	32.255155	-32.255155
2008/03/26	Kudu	3	1		-32.254682	22.538872	32.254682	-32.254682
2008/03/26	Kudu	4			-32.277152	22.544340	32.277152	-32.277152
2008/03/26	Gemsbok	1			-32.277028	22.542260	32.277028	-32.277028
2008/03/26	Kudu	6			-32.277072	22.539835	32.277072	-32.277072
2008/03/26	Grey rhebok	1			-32.275970	22.534908	32.275970	-32.275970
2008/03/26	Gemsbok	1			-32.272497	22.537913	32.272497	-32.272497
2008/03/26	 Mtn zebra	7			-32.273397	22.544958	32.273397	-32.273397
2008/03/26	Kudu	1			-32.272698	22.548172	32.272698	-32.272698
2008/03/26	 Mtn zebra	4			-32.268435	22.549157	32.268435	-32.268435
2008/03/26	Grey rhebok	5			-32.264765	22.538802	32.264765	-32.264765
2008/03/26	Red Hartebeest	1			-32.264763	22.537643	32.264763	-32.264763
2008/03/26	Eland	6			-32.266082	22.534102	32.266082	-32.266082
2008/03/26	Gemsbok	36		2	-32.265735	22.539338	32.265735	-32.265735
2008/03/26	Kudu	4			-32.258657	22.535635	32.258657	-32.258657
2008/03/26	Grey rhebok				-32.254918	22.567845	32.254918	-32.254918
2008/03/26	Grey rhebok	9			-32.251772	22.563052	32.251772	-32.251772
2008/03/26	Mt Reedbuck	2			-32.203047	22.552870	32.203047	-32.203047
2008/03/26	 Mtn zebra	3			-32.242008	22.537710	32.242008	-32.242008
2008/03/26	Klipspringer	2			-32.243280	22.537998	32.243280	-32.243280
2008/03/26	Grey rhebok	2			-32.232620	22.546517	32.232620	-32.232620
2008/03/26	Grey rhebok	4			-32.232180	22.548598	32.232180	-32.232180
2008/03/26	Grey rhebok	3			-32.239722	22.545162	32.239722	-32.239722
2008/03/26	 Mtn zebra	10			-32.245098	22.545827	32.245098	-32.245098
2008/03/26	 Mtn zebra	5			-32.244843	22.547695	32.244843	-32.244843
2008/03/26	 Mtn zebra	8			-32.246422	22.543060	32.246422	-32.246422
2008/03/26	 Mtn zebra	3			-32.250157	22.545015	32.250157	-32.250157
2008/03/26	Kudu	2			-32.237913	22.539575	32.237913	-32.237913
2008/03/26	 Mtn zebra	3			-32.236408	22.540382	32.236408	-32.236408
2008/03/26	 Mtn zebra	5			-32.232797	22.538753	32.232797	-32.232797
2008/03/26	Mt Reedbuck	3			-32.249170	22.526638	32.249170	-32.249170
2008/03/26	Kudu	9			-32.254113	22.525378	32.254113	-32.254113
2008/03/26	Klipspringer	1			-32.266293	22.525763	32.266293	-32.266293
2008/03/26	Gemsbok	1			-32.270168	22.525188	32.270168	-32.270168
2008/03/26	Grey rhebok	3			-32.278858	22.521352	32.278858	-32.278858
2008/03/26	Mt Reedbuck	3			-32.272627	22.527935	32.272627	-32.272627
2008/03/26	Kudu	3			-32.253688	22.534057	32.253688	-32.253688
2008/03/26	Grey rhebok	3			-32.283848	22.529422	32.283848	-32.283848
2008/03/26	Red Hartebeest	1			-32.295613	22.492757	32.295613	-32.295613
2008/03/26	Klipspringer	1			-32.309568	22.478353	32.309568	-32.309568
2008/03/26	Klipspringer	1			-32.313300	22.471985	32.313300	-32.313300
2008/03/26	Klipspringer	2			-32.314822	22.467383	32.314822	-32.314822
2008/03/26	 Mtn zebra	1			-32.312180	22.463605	32.312180	-32.312180
2008/03/26	Red Hartebeest	14		3	-32.305670	22.459402	32.305670	-32.305670
2008/03/26	Kudu	6			-32.299437	22.460683	32.299437	-32.299437
2008/03/26	Red Hartebeest	14			-32.295002	22.461040	32.295002	-32.295002
2008/03/26	Red Hartebeest	2			-32.299725	22.456308	32.299725	-32.299725
2008/03/26	Klipspringer	1			-32.319437	22.465728	32.319437	-32.319437
2008/03/26	Klipspringer	1			-32.328628	22.476143	32.328628	-32.328628
2008/03/26	Klipspringer	3			-32.326667	22.475268	32.326667	-32.326667
2008/03/26	Red Hartebeest	3			-32.324330	22.470737	32.324330	-32.324330
2008/03/26	Klipspringer	1			-32.328793	22.466860	32.328793	-32.328793
2008/03/26	Red Hartebeest	1			-32.324907	22.456625	32.324907	-32.324907
2008/03/26	Kudu	3			-32.301453	22.445803	32.301453	-32.301453
2008/03/26	Grey rhebok	6			-32.303348	22.446165	32.303348	-32.303348
2008/03/26	 Mtn zebra	5			-32.307173	22.446895	32.307173	-32.307173
2008/03/26	Eland	2			-32.308613	22.447207	32.308613	-32.308613
2008/03/26	Red Hartebeest	1			-32.309703	22.447402	32.309703	-32.309703
2008/03/26	Red Hartebeest	2			-32.320573	22.446948	32.320573	-32.320573
2008/03/26	Kudu	3			-32.322932	22.444727	32.322932	-32.322932
2008/03/26	Red Hartebeest	1			-32.318108	22.442515	32.318108	-32.318108
2008/03/26	Red Hartebeest	9		2	-32.310205	22.439513	32.310205	-32.310205
2008/03/26	 Mtn zebra	6			-32.308228	22.440472	32.308228	-32.308228
2008/03/26	Red Hartebeest	1			-32.306973	22.440308	32.306973	-32.306973
2008/03/26	Kudu	4			-32.304238	22.439962	32.304238	-32.304238
2008/03/26	 Mtn zebra	4			-32.302392	22.428882	32.302392	-32.302392
2008/03/26	Red Hartebeest	1			-32.304687	22.428898	32.304687	-32.304687
2008/03/26	Eland	2			-32.306798	22.429047	32.306798	-32.306798
2008/03/26	Jackal	1			-32.308380	22.429340	32.308380	-32.308380
2008/03/26	Klipspringer	1			-32.332843	22.476932	32.332843	-32.332843
2008/03/26	Klipspringer	1			-32.323263	22.478953	32.323263	-32.323263
2008/03/26	Klipspringer	1			-32.321887	22.477345	32.321887	-32.321887
2008/03/26	Klipspringer	2			-32.319783	22.471212	32.319783	-32.319783
2008/03/26	Klipspringer	1			-32.317152	22.463940	32.317152	-32.317152
2008/03/26	Klipspringer	4			-32.314483	22.473757	32.314483	-32.314483
2008/03/26	Klipspringer	2			-32.307688	22.471090	32.307688	-32.307688
2008/03/26	Klipspringer	1			-32.305570	22.473165	32.305570	-32.305570
2008/03/26	Klipspringer	3			-32.308900	22.477323	32.308900	-32.308900
2008/03/26	Baboon	1			-32.301703	22.481565	32.301703	-32.301703
2008/03/26	Klipspringer	2			-32.303663	22.485020	32.303663	-32.303663
2008/03/26	Baboon	15			-32.304683	22.485748	32.304683	-32.304683
2008/03/26	Klipspringer	2			-32.311380	22.488532	32.311380	-32.311380
2008/03/26	Klipspringer	4			-32.316328	22.489727	32.316328	-32.316328
2008/03/26	Klipspringer	2			-32.318535	22.491527	32.318535	-32.318535
2008/03/26	Klipspringer	2			-32.305900	22.497495	32.305900	-32.305900
2008/03/26	Kudu	2			-32.312282	22.495767	32.312282	-32.312282
2008/03/26	Klipspringer	2			-32.310800	22.482920	32.310800	-32.310800
2008/03/26	Klipspringer	2			-32.318192	22.469603	32.318192	-32.318192
2008/03/26	Springbok	3			-32.330323	22.482237	32.330323	-32.330323
2008/03/26	Klipspringer	1			-32.329205	22.457682	32.329205	-32.329205
2008/03/26	Baboon	14			-32.328817	22.452422	32.328817	-32.328817
2008/03/26	Baboon	12			-32.330518	22.452742	32.330518	-32.330518
2008/03/26	Klipspringer	3			-32.332127	22.457052	32.332127	-32.332127
2008/03/26	Klipspringer	2			-32.332537	22.458332	32.332537	-32.332537
2008/03/26	Klipspringer	2			-32.336908	22.461223	32.336908	-32.336908
2008/03/26	 Mtn zebra	1			-32.352245	22.476315	32.352245	-32.352245
2008/03/26	Klipspringer	2			-32.352813	22.470285	32.352813	-32.352813
2008/03/26	 Mtn zebra	1			-32.347545	22.464107	32.347545	-32.347545
2008/03/26	Klipspringer	1			-32.344712	22.460693	32.344712	-32.344712
2008/03/26	 Mtn zebra	4			-32.343555	22.459213	32.343555	-32.343555
2008/03/26	 Mtn zebra	5			-32.342537	22.457910	32.342537	-32.342537
2008/03/26	Klipspringer	2			-32.335917	22.442822	32.335917	-32.335917
2008/03/26	Eland	4	4		-32.320487	22.425938	32.320487	-32.320487
2008/03/26	Klipspringer	1			-32.320097	22.424587	32.320097	-32.320097
2008/03/26	Klipspringer	2			-32.309463	22.406297	32.309463	-32.309463
2008/03/26	Klipspringer	1			-32.311205	22.408065	32.311205	-32.311205
2008/03/26	Klipspringer	2			-32.317560	22.415810	32.317560	-32.317560
2008/03/26	Klipspringer	2			-32.328163	22.432227	32.328163	-32.328163
2008/03/26	Klipspringer	2			-32.333898	22.438257	32.333898	-32.333898
2008/03/26	Klipspringer	2			-32.336517	22.441388	32.336517	-32.336517
2008/03/26	Klipspringer	1			-32.337160	22.442293	32.337160	-32.337160
2008/03/26	Klipspringer	2			-32.337980	22.443348	32.337980	-32.337980
2008/03/26	Klipspringer	1			-32.342703	22.454980	32.342703	-32.342703
2008/03/26	Klipspringer	2			-32.346203	22.459880	32.346203	-32.346203
2008/03/26	Klipspringer	2			-32.350958	22.464457	32.350958	-32.350958
2008/03/26	Kudu	6			-32.354708	22.472975	32.354708	-32.354708
2008/03/26	Kudu	1			-32.334318	22.468850	32.334318	-32.334318
2008/03/26	Ostrich	3	3		-32.347985	22.457402	32.347985	-32.347985
2008/03/26	Burchells zebra	4			-32.345990	22.454427	32.345990	-32.345990
2008/03/26	Kudu	2			-32.342385	22.442265	32.342385	-32.342385
2008/03/26	Black Rhino	1			-32.339840	22.428222	32.339840	-32.339840
2008/03/26	Kudu	1			-32.323085	22.418133	32.323085	-32.323085
2008/03/26	Klipspringer	2			-32.311060	22.404445	32.311060	-32.311060
2008/03/26	Kudu	3			-32.328218	22.417812	32.328218	-32.328218
2008/03/26	Gemsbok	1			-32.321757	22.410142	32.321757	-32.321757
2008/03/26	Kudu	6			-32.320528	22.408727	32.320528	-32.320528
2008/03/26	Klipspringer	1			-32.307238	22.403965	32.307238	-32.307238
2008/03/26	Gemsbok	1			-32.307367	22.404887	32.307367	-32.307367
2008/03/26	Kudu	1			-32.307388	22.405678	32.307388	-32.307388
2008/03/26	Red Hartebeest	11			-32.316542	22.423523	32.316542	-32.316542
2008/03/26	Kudu	3			-32.323448	22.434618	32.323448	-32.323448
2008/03/26	Red Hartebeest	12			-32.326458	22.437817	32.326458	-32.326458
2008/03/26	 Mtn zebra	10		1	-32.340352	22.458405	32.340352	-32.340352
2008/03/26	 Mtn zebra	4			-32.342652	22.462100	32.342652	-32.342652
2008/03/26	 Mtn zebra	1			-32.344837	22.465513	32.344837	-32.344837
2008/03/26	 Mtn zebra	3			-32.345545	22.467388	32.345545	-32.345545
2008/03/26	Gemsbok	6		1	-32.298790	22.404133	32.298790	-32.298790
2008/03/26	Klipspringer	2			-32.287657	22.393027	32.287657	-32.287657
2008/03/26	Gemsbok	1			-32.295320	22.404580	32.295320	-32.295320
2008/03/26	Gemsbok	13			-32.301273	22.411537	32.301273	-32.301273
2008/03/26	Gemsbok	1			-32.302160	22.413248	32.302160	-32.302160
2008/03/26	Klipspringer	1			-32.292275	22.417738	32.292275	-32.292275
2008/03/26	Klipspringer	2			-32.281965	22.427248	32.281965	-32.281965
2008/03/26	Baboon	9			-32.281085	22.436818	32.281085	-32.281085
2008/03/26	Klipspringer	2			-32.280068	22.437688	32.280068	-32.280068
2008/03/26	Red Hartebeest	6			-32.275507	22.448230	32.275507	-32.275507
2008/03/26	Kudu	1			-32.280965	22.459277	32.280965	-32.280965
2008/03/26	Kudu	3			-32.282663	22.459743	32.282663	-32.282663
2008/03/26	Jackal	1			-32.290600	22.454428	32.290600	-32.290600
2008/03/26	Kudu	3			-32.282023	22.443165	32.282023	-32.282023
2008/03/26	Gemsbok	1			-32.282843	22.441497	32.282843	-32.282843
2008/03/26	Red Hartebeest	1			-32.293178	22.448572	32.293178	-32.293178
2008/03/26	 Mtn zebra	3			-32.295247	22.442890	32.295247	-32.295247
2008/03/26	Red Hartebeest	1			-32.288250	22.426743	32.288250	-32.288250
2008/03/26	Kudu	4			-32.293368	22.427557	32.293368	-32.293368
2008/03/26	Mt Reedbuck	1			-32.279673	22.430897	32.279673	-32.279673
2008/03/26	Baboon	10			-32.278775	22.436145	32.278775	-32.278775
2008/03/26	Kudu	2			-32.276592	22.445353	32.276592	-32.276592
2008/03/26	Buffalo	7	7		-32.277675	22.446912	32.277675	-32.277675
2008/03/26	Klipspringer	1			-32.267140	22.457538	32.267140	-32.267140
2008/03/26	Kudu	2			-32.246828	22.456440	32.246828	-32.246828
2008/03/26	Ostrich	1			-32.251122	22.446205	32.251122	-32.251122
2008/03/26	Klipspringer	2			-32.244030	22.442032	32.244030	-32.244030
2008/03/26	Grey rhebok	5			-32.249898	22.441328	32.249898	-32.249898
2008/03/26	Kudu	1			-32.252772	22.436083	32.252772	-32.252772
2008/03/26	Kudu	8		3	-32.241810	22.428828	32.241810	-32.241810
2008/03/26	Kudu	3			-32.244868	22.428975	32.244868	-32.244868
2008/03/26	 Mtn zebra	5			-32.273577	22.440812	32.273577	-32.273577
2008/03/26	Red Hartebeest	1			-32.273287	22.436528	32.273287	-32.273287
2008/03/26	Ostrich	13			-32.250172	22.422330	32.250172	-32.250172
2008/03/26	Grey rhebok	4			-32.248473	22.415977	32.248473	-32.248473
2008/03/26	Gemsbok	8			-32.252300	22.416932	32.252300	-32.252300
2008/03/26	Springbok	4			-32.270877	22.424125	32.270877	-32.270877
2008/03/26	Gemsbok	1			-32.272865	22.420585	32.272865	-32.272865
2008/03/26	Gemsbok	2			-32.264467	22.419088	32.264467	-32.264467
2008/03/26	Ostrich	1			-32.252645	22.412115	32.252645	-32.252645
2008/03/26	Gemsbok	6			-32.250183	22.409670	32.250183	-32.250183
2008/03/26	Gemsbok	9			-32.246443	22.408680	32.246443	-32.246443
2008/03/26	Grey rhebok	6			-32.255878	22.407035	32.255878	-32.255878
2008/03/26	Kudu	2			-32.278255	22.416895	32.278255	-32.278255
2008/03/26	Gemsbok	1			-32.269598	22.408050	32.269598	-32.269598
2008/03/26	Grey rhebok	4			-32.262703	22.404623	32.262703	-32.262703
2008/03/26	 Mtn zebra	4			-32.252210	22.395385	32.252210	-32.252210
2008/03/26	Gemsbok	1			-32.262715	22.398180	32.262715	-32.262715
2008/03/26	Kudu	6			-32.279353	22.405973	32.279353	-32.279353
2008/03/26	Kudu	1			-32.284900	22.408542	32.284900	-32.284900
2008/03/26	Kudu	2			-32.287055	22.410448	32.287055	-32.287055
2008/03/26	Kudu	2			-32.289477	22.409135	32.289477	-32.289477
2008/03/26	Kudu	3			-32.285378	22.406957	32.285378	-32.285378
2008/03/26	Kudu	5			-32.267188	22.396708	32.267188	-32.267188
2008/03/26	Gemsbok	2			-32.264492	22.395117	32.264492	-32.264492
2008/03/26	Ostrich	1			-32.261943	22.393665	32.261943	-32.261943
2008/03/26	Red Hartebeest	12			-32.270547	22.391493	32.270547	-32.270547
2008/03/26	Gemsbok	2			-32.271975	22.392467	32.271975	-32.271975
2008/03/26	Kudu	3			-32.272687	22.397000	32.272687	-32.272687
2008/03/26	Kudu	1			-32.274623	22.401883	32.274623	-32.274623
2008/03/26	Duiker	1			-32.275002	22.403587	32.275002	-32.275002
2008/03/26	Kudu	1			-32.274672	22.405105	32.274672	-32.274672
2008/03/26	Kudu	4			-32.274905	22.406408	32.274905	-32.274905
2008/03/26	Duiker	1			-32.275068	22.407568	32.275068	-32.275068
2008/03/26	Kudu	3			-32.275535	22.409445	32.275535	-32.275535
2008/03/26	Gemsbok	1			-32.276063	22.410455	32.276063	-32.276063
2008/03/26	Kudu	2			-32.276478	22.411612	32.276478	-32.276478
2008/03/26	Kudu	2			-32.276788	22.414425	32.276788	-32.276788
2008/03/26	Kudu	3			-32.276437	22.415732	32.276437	-32.276437
2008/03/26	Jackal	1			-32.275182	22.420662	32.275182	-32.275182
2008/03/26	Kudu	1			-32.275160	22.421975	32.275160	-32.275160
2008/03/26	Kudu	3			-32.275875	22.424623	32.275875	-32.275875
2008/03/26	Kudu	3			-32.347137	22.499947	32.347137	-32.347137
2008/03/26	Kudu	2			-32.344093	22.494932	32.344093	-32.344093
2008/03/26	Klipspringer	2			-32.345088	22.506200	32.345088	-32.345088
2008/03/26	Klipspringer	2			-32.354377	22.520015	32.354377	-32.354377
2008/03/26	Kudu	1			-32.354642	22.517120	32.354642	-32.354642
2008/03/26	Kudu	3			-32.356395	22.513925	32.356395	-32.356395
2008/03/26	Kudu	6			-32.357235	22.512720	32.357235	-32.357235
2008/03/26	Klipspringer	2			-32.359563	22.511378	32.359563	-32.359563
2008/03/26	 Mtn zebra	3			-32.361427	22.512132	32.361427	-32.361427
2008/03/26	Kudu	2		1	-32.356443	22.507363	32.356443	-32.356443
2008/03/26	Kudu	1			-32.346365	22.493518	32.346365	-32.346365
2008/03/26	Red Hartebeest	1			-32.362387	22.505678	32.362387	-32.362387
2008/03/26	Grey rhebok	2			-32.363572	22.506588	32.363572	-32.363572
2008/03/26	Klipspringer	2			-32.364997	22.509380	32.364997	-32.364997
2008/03/26	Grey rhebok	4			-32.365500	22.517008	32.365500	-32.365500
2008/03/26	Springbok	5			-32.365292	22.521840	32.365292	-32.365292
2008/03/26	 Mtn zebra	3			-32.363598	22.519205	32.363598	-32.363598
2008/03/26	Kudu	1			-32.362803	22.517763	32.362803	-32.362803
2008/03/26	Red Hartebeest	1	1		-32.359273	22.518512	32.359273	-32.359273
2008/03/26	Grey rhebok	2			-32.356918	22.522920	32.356918	-32.356918
2008/03/26	 Mtn zebra	4			-32.358990	22.528653	32.358990	-32.358990
2008/03/26	Kudu	1			-32.366725	22.522250	32.366725	-32.366725
2008/03/26	Springbok	5			-32.372227	22.519232	32.372227	-32.372227
2008/03/26	Ostrich	3			-32.375218	22.517650	32.375218	-32.375218
2008/03/26	Springbok	1			-32.356648	22.532788	32.356648	-32.356648
2008/03/26	Springbok	1			-32.355173	22.533613	32.355173	-32.355173
2008/03/26	Springbok	2			-32.359333	22.536007	32.359333	-32.359333
2008/03/26	Springbok	2			-32.360733	22.535363	32.360733	-32.360733
2008/03/26	Springbok	1			-32.329775	22.540538	32.329775	-32.329775
2008/03/26	Kudu	2			-32.324925	22.559093	32.324925	-32.324925
2008/03/26	Springbok	5			-32.323298	22.567032	32.323298	-32.323298
2008/03/26	Red Hartebeest	4			-32.332012	22.566752	32.332012	-32.332012
2008/03/26	Red Hartebeest	16			-32.332443	22.567258	32.332443	-32.332443
2008/03/26	Springbok	1			-32.334722	22.561715	32.334722	-32.334722
2008/03/26	 Mtn zebra	3			-32.326797	22.531063	32.326797	-32.326797
2008/03/26	Springbok	3			-32.324012	22.543322	32.324012	-32.324012
2008/03/26	Ostrich	10			-32.317123	22.568772	32.317123	-32.317123
2008/03/26	Springbok	1			-32.316640	22.570222	32.316640	-32.316640
2008/03/26	Kudu	6			-32.314213	22.557462	32.314213	-32.314213
2008/03/26	Springbok	1			-32.316780	22.530928	32.316780	-32.316780
2008/03/26	Gemsbok	11		2	-32.314538	22.539190	32.314538	-32.314538
2008/03/26	Springbok	1			-32.313945	22.541390	32.313945	-32.313945
2008/03/26	Kudu	5	2		-32.311520	22.553203	32.311520	-32.311520
2008/03/26	Ostrich	7		5	-32.309143	22.561323	32.309143	-32.309143
2008/03/26	Springbok	1			-32.307235	22.567095	32.307235	-32.307235
2008/03/26	Kudu	4			-32.303448	22.558287	32.303448	-32.303448
2008/03/26	Ostrich	8		5	-32.306697	22.546073	32.306697	-32.306697
2008/03/26	Ostrich	5			-32.308063	22.540928	32.308063	-32.308063
2008/03/26	Ostrich	10			-32.308558	22.538938	32.308558	-32.308558
2008/03/26	Springbok	8			-32.309422	22.535358	32.309422	-32.309422
2008/03/26	Ostrich	2			-32.309305	22.531883	32.309305	-32.309305
2008/03/26	Kudu	2			-32.308175	22.531138	32.308175	-32.308175
2008/03/26	Gemsbok	1			-32.301837	22.547630	32.301837	-32.301837
2008/03/26	Ostrich	2			-32.300397	22.553275	32.300397	-32.300397
2008/03/26	Kudu	7		2	-32.298020	22.562895	32.298020	-32.298020
2008/03/26	Kudu	1			-32.294583	22.537050	32.294583	-32.294583
2008/03/26	Kudu	7			-32.294077	22.539537	32.294077	-32.294077
2008/03/26	Red Hartebeest	1	1		-32.293290	22.542837	32.293290	-32.293290
