SURVEY	YEAR	MONTH	DATE	SITE	BLOCK	TREATMENT	PLOT	REBAR	NIGHT	SPECIES	CAPTURE	SEX	CONDITION	AGE	LEFT_HIND_FOOT	LEFT_TAG	ORIGINAL_TAG	ID	MARKS	WEIGHT	notes
2	2009	July	22-Jul-09	CENTRAL	1	TOTAL	C1TOTAL	1E	4	Aehi	R					DL81/DL20	DL81/DL20	310	0		
2	2009	July	22-Jul-09	CENTRAL	1	TOTAL	C1TOTAL	5G	4	Gero	R					B1 416/DL82	B1 416/DL82	1460	0		
2	2009	July	19-Jul-09	CENTRAL	2	OPEN	C2OPEN	1A	1	Gero	R	m	S	A		x3369/x3334	x3369/x3334	651	0	95	
2	2009	July	19-Jul-09	CENTRAL	2	OPEN	C2OPEN	1E	1	Gero	C	m	S	A		DL45/x3330	DL45/x3330	1472	0	77	
2	2009	July	19-Jul-09	CENTRAL	2	OPEN	C2OPEN	2A	1	Gero	C	f	N	J		x3356/x3362	x3356/x3362	648	0	53	
2	2009	July	20-Jul-09	CENTRAL	2	OPEN	C2OPEN	4F	2	Gero	C	m	N	J		B1 479/B1 412	B1 479/B1 412	536	0	33	
2	2009	July	20-Jul-09	CENTRAL	2	OPEN	C2OPEN	7A	2	Gero	C	m	N	A		x3305/B1 409	x3305/B1 409	1482	0	70	
2	2009	July	21-Jul-09	CENTRAL	2	OPEN	C2OPEN	1A	3	Gero	R					x3356/x3362	x3356/x3362	648	0		Cold
2	2009	July	21-Jul-09	CENTRAL	2	OPEN	C2OPEN	4C	3	UMus	C	m	N	A				822	1	4.5	
2	2009	July	22-Jul-09	CENTRAL	2	OPEN	C2OPEN	3G	4	Taha	C	m	S	A		B1 476/x3357	B1 476/x3357	1428	0	39	
2	2009	July	19-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	1A	1	Gero	R	m	S	A		B1 461/DL42	B1 461/DL42	534	0	93	
2	2009	July	19-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	2E	1	Same	R	m	N	A		x3328/B1 460	x3328/B1 460	1380	0	63	
2	2009	July	19-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	4B	1	Gero	R	f	N	A	 	B1 411/x3304	B1 411/x3304	1458	0	78	
2	2009	July	19-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	5C	1	Aehi	C	m	S	A		B1 471/B1 472	B1 471/B1 472	256	0	115	
2	2009	July	20-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	4A	2	Gero	R					B1 411/x3304	B1 411/x3304	1458	0		
2	2009	July	20-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	4C	2	Elru	C	f	P	A		DL90/x3355	DL90/x3355	488	0	57	
2	2009	July	20-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	5C	2	Aehi	R					B1 471/B1 472	B1 471/B1 472	256	0		
2	2009	July	21-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	5B	3	Elru	R	m	N	A		B1 418/x3307	B1 418/x3307	438	0	35	
2	2009	July	21-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	5F	3	Gero	R					B1 411/x3304	B1 411/x3304	1458	0		
2	2009	July	21-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	6B	3	Gero	R	m	S	A		x3393/DL46	x3393/DL46	653	0	93	
2	2009	July	21-Jul-09	CENTRAL	2	TOTAL	C2TOTAL	6G	3	Gero	C	m	S	A		DL29/B1 478	DL29/B1 478	606	0	102	
2	2009	July	22-Jul-09	CENTRAL	2	TOTAL	C2TOTAL		4												Nothing caught
2	2009	July	19-Jul-09	CENTRAL	3	OPEN	C3OPEN	6G	1	Gero	C	m	N	A		DL55/B1 458	DL55/B1 458	1473	0	76	
2	2009	July	20-Jul-09	CENTRAL	3	OPEN	C3OPEN	6G	2	Gero	C	m	S	A		B1 467/DL49	B1 467/DL49	535	0	96	
2	2009	July	21-Jul-09	CENTRAL	3	OPEN	C3OPEN		3												Nothing caught
2	2009	July	22-Jul-09	CENTRAL	3	OPEN	C3OPEN	1F	4	Gero	R	m	S	A		x3253/x3260	x3253/x3260	636	0	99	
2	2009	July	19-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	1D	1	Gero	R	f	N	A		x3391/x3382	x3391/x3382	1486	0	70	
2	2009	July	19-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	4A	1	Acke	C	f	N	A				29	1	29	
2	2009	July	19-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	5B	1	Acke	C	m	S	A				30	1	33	
2	2009	July	20-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	2F	2	Gero	R					x3391/x3382	x3391/x3382	1486	0		
2	2009	July	20-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	4A	2	UArvi	C	f	N	J		DL26/DL39	DL26/DL39	368	0	60	
2	2009	July	20-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	4B	2	Acke	C	m	N	A				32	1	30	
2	2009	July	20-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	5B	2	Acke	R								1		
2	2009	July	20-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	7G	2	Gero	R					DL55/B1 458	DL55/B1 458	1473	0		
2	2009	July	21-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	1E	3	Gero	R					x3391/x3382	x3391/x3382	1486	0		Cold
2	2009	July	21-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	4B	3	Acke	R								1		
2	2009	July	22-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	1A	4	Gero	C	f	N	A		B1 489/x3336	B1 489/x3336	1462	0	61	
2	2009	July	22-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	3A	4	UMus	C	m	N	A				824	1	4.5	
2	2009	July	22-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	3C	4	Acke	C	m	S	A				34	1	29	
2	2009	July	22-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	4B	4	UArvi	R					DL26/DL39	DL26/DL39	368	0		
2	2009	July	22-Jul-09	CENTRAL	3	TOTAL	C3TOTAL	6F	4	Acke	R								1		Escaped
2	2009	July	23-Jul-09	NORTH	1	OPEN	N1OPEN	4E	1	Gero	R	m	N	A		B1 574/B1 575	B1 574/B1 575	1465	0	64	
2	2009	July	24-Jul-09	NORTH	1	OPEN	N1OPEN		2												Nothing caught
2	2009	July	25-Jul-09	NORTH	1	OPEN	N1OPEN		3												Nothing caught
2	2009	July	26-Jul-09	NORTH	1	OPEN	N1OPEN		4												Nothing caught
2	2009	July	23-Jul-09	NORTH	1	TOTAL	N1TOTAL		1												Nothing caught
2	2009	July	24-Jul-09	NORTH	1	TOTAL	N1TOTAL	5D	2	UMus	C	f	N	A				800	1	4.7	
2	2009	July	25-Jul-09	NORTH	1	TOTAL	N1TOTAL	2F	3	UMus	C	f	P	A				803	1	5.5	
2	2009	July	25-Jul-09	NORTH	1	TOTAL	N1TOTAL	6B	3	UMus	C	f	P	A				805	1	8.1	
2	2009	July	25-Jul-09	NORTH	1	TOTAL	N1TOTAL	7E	3	UMus	C	f	N	A				802	1	4.7	
2	2009	July	26-Jul-09	NORTH	1	TOTAL	N1TOTAL	1G	4	Gero	C	f	N	J		B1 579/B1 576	B1 579/B1 576	551	0	44	
2	2009	July	26-Jul-09	NORTH	1	TOTAL	N1TOTAL	2F	4	UMus	C	f	N	A				809	1	4.5	
2	2009	July	26-Jul-09	NORTH	1	TOTAL	N1TOTAL	5A	4	Elru	C	m	N	A		B1 551/B1 557	B1 551/B1 557	448	0	53	
2	2009	July	26-Jul-09	NORTH	1	TOTAL	N1TOTAL	6B	4	UMus	C	m	N	A				812	1	4.6	
2	2009	July	26-Jul-09	NORTH	1	TOTAL	N1TOTAL	6C	4	UMus	C	f	P	A				811	1	6.8	
2	2009	July	23-Jul-09	NORTH	2	OPEN	N2OPEN		1												Nothing caught
2	2009	July	24-Jul-09	NORTH	2	OPEN	N2OPEN	5G	2	Taha	C	m	S	A		DL03/DL44	DL03/DL44	1441	0	41	
2	2009	July	24-Jul-09	NORTH	2	OPEN	N2OPEN	7E	2	UMus	C	f	N	A				799	1	4.6	
2	2009	July	25-Jul-09	NORTH	2	OPEN	N2OPEN		3												Nothing caught
2	2009	July	26-Jul-09	NORTH	2	OPEN	N2OPEN	3G	4	Taha	R					DL03/DL44	DL03/DL44	1441	0		
2	2009	July	26-Jul-09	NORTH	2	OPEN	N2OPEN	7D	4	UMus	C	f	N	A				808	1	4.1	
2	2009	July	23-Jul-09	NORTH	2	TOTAL	N2TOTAL		1												Nothing caught
2	2009	July	25-Jul-09	NORTH	2	TOTAL	N2TOTAL	6B	3	UMus	C	m	N	A				806	1	4.8	
2	2009	July	25-Jul-09	NORTH	2	TOTAL	N2TOTAL	6E	3	UMus	C	f	P	A				804	1	6.2	
2	2009	July	26-Jul-09	NORTH	2	TOTAL	N2TOTAL	5C	4	UMus	C	f	N	A				810	1	5.4	
2	2009	July	23-Jul-09	NORTH	3	OPEN	N3OPEN	4C	1	Gero	C	f	L	A		x3363/B1 482	x3363/B1 482	650	0	86	
2	2009	July	24-Jul-09	NORTH	3	OPEN	N3OPEN		2												Nothing caught
2	2009	July	25-Jul-09	NORTH	3	OPEN	N3OPEN	2D	3	Elru	C	m	N	A		B1 555/B1 556	B1 555/B1 556	449	0	52	
2	2009	July	25-Jul-09	NORTH	3	OPEN	N3OPEN	3B	3	Gero	C	M	S	A		B1 554/B1 403	B1 554/B1 403	5446	0	94	
2	2009	July	25-Jul-09	NORTH	3	OPEN	N3OPEN	3F	3	Taha	R	m	S	A		B1 493/	B1 493/B1 499	1429	0	44	Right tag lost
2	2009	July	26-Jul-09	NORTH	3	OPEN	N3OPEN	4F	4	Taha	C	f	N	J		B1 578/B1 553	B1 578/B1 553	1431	0	30	
2	2009	July	23-Jul-09	NORTH	3	TOTAL	N3TOTAL	2F	1	Gero	C	m	S	A		DL85/B1 468	DL85/B1 468	1476	0	71	
2	2009	July	23-Jul-09	NORTH	3	TOTAL	N3TOTAL	5A	1	Gero	R	m	S	A		x3329/B1 422	x3329/B1 422	641	0	99	Dead
2	2009	July	23-Jul-09	NORTH	3	TOTAL	N3TOTAL	7B	1	Gero	C	m	S	A		x3308/x3384	x3308/x3384	1483	0	74	
2	2009	July	23-Jul-09	NORTH	3	TOTAL	N3TOTAL	7G	1	Taha	C	m	S	A		DL21/x3338	DL21/x3338	1442	0	51	
2	2009	July	24-Jul-09	NORTH	3	TOTAL	N3TOTAL		2												Nothing caught
2	2009	July	24-Jul-09	NORTH	3	TOTAL	N3TOTAL	1C	2	Taha	R	m	S	A		x3340/DL50	x3340/DL50	1446	0	46	
2	2009	July	24-Jul-09	NORTH	3	TOTAL	N3TOTAL	3B	2	Gero	C	f	N	J		DL97/B1 464	DL97/B1 464	618	0	36	
2	2009	July	24-Jul-09	NORTH	3	TOTAL	N3TOTAL	3D	2	UMus	C	m	N	J				801	1	4.3	
2	2009	July	24-Jul-09	NORTH	3	TOTAL	N3TOTAL	7B	2	Gero	R					x3329/B1 422	x3329/B1 422	641	0		
2	2009	July	25-Jul-09	NORTH	3	TOTAL	N3TOTAL	1G	3	Taha	R					x3340/DL50	x3340/DL50	1446	0		
2	2009	July	25-Jul-09	NORTH	3	TOTAL	N3TOTAL	3D	3	UMus	C	m	N	A				807	1	5	
2	2009	July	26-Jul-09	NORTH	3	TOTAL	N3TOTAL	2C	4	Taha	R					DL21/x3338	DL21/x3338	1442	0		
2	2009	July	26-Jul-09	NORTH	3	TOTAL	N3TOTAL	2E	4	Gero	C	m	N	J		B1 594/B1 589	B1 594/B1 589	554	0	34	
2	2009	July	26-Jul-09	NORTH	3	TOTAL	N3TOTAL	4G	4	Gero	R					DL85/B1 468	DL85/B1 468	1476	0		
2	2009	July	14-Jul-09	SOUTH	1	OPEN	S1OPEN	5F	1	Elru	C	f	P	A		B1 420/B1 494	B1 420/B1 494	439	0	67	
2	2009	July	16-Jul-09	SOUTH	1	OPEN	S1OPEN		2												Nothing caught
2	2009	July	17-Jul-09	SOUTH	1	OPEN	S1OPEN	5C	3	UMus	C	f	N	A				815	1	3.9	
2	2009	July	18-Jul-09	SOUTH	1	OPEN	S1OPEN	4E	4	Elru	C	m	N	A		DL31/x3352	DL31/x3352	483	0	48	
2	2009	July	14-Jul-09	SOUTH	1	TOTAL	S1TOTAL	2B	1	Aehi	R	m	S	A		DL35/DL69	DL35/DL69	306	0	110	
2	2009	July	14-Jul-09	SOUTH	1	TOTAL	S1TOTAL	2C	1	Aehi	R	m	N	A		DL59/DL56	DL59/DL56	309	0	78	
2	2009	July	14-Jul-09	SOUTH	1	TOTAL	S1TOTAL	3F	1	Gero	R	m	S	A		DL47/x3388	DL47/x3388	638	0	102	
2	2009	July	14-Jul-09	SOUTH	1	TOTAL	S1TOTAL	3G	1	UArvi	C	f	N	J		DL99/x3326	DL99/x3326	371	0	62	
2	2009	July	14-Jul-09	SOUTH	1	TOTAL	S1TOTAL	7C	1	Gero	C	f	N	J		B1 414/B1 402	B1 414/B1 402	531	0	27	Cold
2	2009	July	16-Jul-09	SOUTH	1	TOTAL	S1TOTAL	3B	2	Aehi	R					DL35/DL69	DL35/DL69	306	0		
2	2009	July	16-Jul-09	SOUTH	1	TOTAL	S1TOTAL	3C	2	Gero	C	m	S	A		B1 486/DL75	B1 486/DL75	537	0	94	
2	2009	July	16-Jul-09	SOUTH	1	TOTAL	S1TOTAL	7A	2	UArvi	C	m	S	J		B1 406/DL86	B1 406/DL86	342	0	62	
2	2009	July	16-Jul-09	SOUTH	1	TOTAL	S1TOTAL	7D	2	Gero	R					B1 414/B1 402	B1 414/B1 402	531	0		Escaped
2	2009	July	17-Jul-09	SOUTH	1	TOTAL	S1TOTAL	1F	3	Aehi	C	f	N	A		B1 407/DL91	B1 407/DL91	255	0	95	
2	2009	July	17-Jul-09	SOUTH	1	TOTAL	S1TOTAL	3C	3	Gero	C	m	S	A		x3331/B1 490	x3331/B1 490	642	0	100	
2	2009	July	17-Jul-09	SOUTH	1	TOTAL	S1TOTAL	3E	3	Gero	C	f	L	A		DL83/x3364	DL83/x3364	617	0	105	Dead
2	2009	July	17-Jul-09	SOUTH	1	TOTAL	S1TOTAL	5F	3	UMus	C	f	N	A				818	1	4.6	
2	2009	July	17-Jul-09	SOUTH	1	TOTAL	S1TOTAL	7A	3	Gero	C	f	N	A		DL60/x3370	DL60/x3370	611	0	92	
2	2009	July	18-Jul-09	SOUTH	1	TOTAL	S1TOTAL	2C	4	Aehi	C	f	N	J		DL27/B1 497	DL27/B1 497	305	0	22	Cold
2	2009	July	18-Jul-09	SOUTH	1	TOTAL	S1TOTAL	2G	4	Gero	C	m	N	J		x3337/DL28	x3337/DL28	644	0	44	Cold
2	2009	July	18-Jul-09	SOUTH	1	TOTAL	S1TOTAL	7C	4	Gero	R					DL60/x3370	DL60/x3370	611	0		
2	2009	July	14-Jul-09	SOUTH	2	OPEN	S2OPEN	1G	1	Elru	C	f	N	J		DL01/x3311	DL01/x3311	482	0	48	Dead
2	2009	July	16-Jul-09	SOUTH	2	OPEN	S2OPEN		2												Nothing caught
2	2009	July	17-Jul-09	SOUTH	2	OPEN	S2OPEN	1D	3	Same	C	m	N	A		x3344/B1 419	x3344/B1 419	1381	0	42	
2	2009	July	17-Jul-09	SOUTH	2	OPEN	S2OPEN	7A	3	UMus	C	f	N	J				817	1	3.4	
2	2009	July	18-Jul-09	SOUTH	2	OPEN	S2OPEN	2A	4	Acke	R								1		
2	2009	July	14-Jul-09	SOUTH	2	TOTAL	S2TOTAL	1E	1	Acke	C	f	N	A				20	1	24	
2	2009	July	14-Jul-09	SOUTH	2	TOTAL	S2TOTAL	2D	1	Gero	C	m	S	A		DL77/B1 496	DL77/B1 496	615	0	118	
2	2009	July	14-Jul-09	SOUTH	2	TOTAL	S2TOTAL	2F	1	Acke	C	m	S	A				21	1	28	
2	2009	July	14-Jul-09	SOUTH	2	TOTAL	S2TOTAL	3A	1	UMus	C	m	N	J				813	1	4.5	
2	2009	July	14-Jul-09	SOUTH	2	TOTAL	S2TOTAL	3B	1	Gero	C	m	S	A		x3361/B1 491	x3361/B1 491	649	0	98	
2	2009	July	14-Jul-09	SOUTH	2	TOTAL	S2TOTAL	7F	1	Gero	C	m	S	A		DL11/x3353	DL11/x3353	602	0	75	
2	2009	July	16-Jul-09	SOUTH	2	TOTAL	S2TOTAL	2F	2	Acke	C	m	S	A				25	1	27	
2	2009	July	16-Jul-09	SOUTH	2	TOTAL	S2TOTAL	5C	2	Gero	C	m	S	A		x3341/DL12	x3341/DL12	646	0	130	
2	2009	July	16-Jul-09	SOUTH	2	TOTAL	S2TOTAL	5E	2	UMus	C	f	S	A				814	1	5.8	
2	2009	July	16-Jul-09	SOUTH	2	TOTAL	S2TOTAL	7A	2	Gero	R					DL77/B1 491	DL77/B1 496	615	0		
2	2009	July	16-Jul-09	SOUTH	2	TOTAL	S2TOTAL	7G	2	Gero	C	f	N	A		B1 425/B1 410	B1 425/B1 410	533	0	73	Cold
2	2009	July	17-Jul-09	SOUTH	2	TOTAL	S2TOTAL	2E	3	Acpe	C	f	L	A				1	1		
2	2009	July	17-Jul-09	SOUTH	2	TOTAL	S2TOTAL	2F	3	Acke	C	m	N	A					1		Dead
2	2009	July	17-Jul-09	SOUTH	2	TOTAL	S2TOTAL	3A	3	Gero	R					x3361/B1 491	x3361/B1 491	649	0		
2	2009	July	17-Jul-09	SOUTH	2	TOTAL	S2TOTAL	3C	3	Gero	R					DL77/B1 496	DL77/B1 496	615	0		
2	2009	July	17-Jul-09	SOUTH	2	TOTAL	S2TOTAL	5G	3	Gero	R					DL11/x3353	DL11/x3353	602	0		Cold
2	2010	July	17-Jul-10	SOUTH	2	TOTAL	S2TOTAL	7F	3	UArvi	C	m	N	J		x3391/B1 492	x3391/B1 492	375	0	68	
2	2009	July	18-Jul-09	SOUTH	2	TOTAL	S2TOTAL	3E	4	Gero	R					DL11/x3353	DL11/x3353	602	0		Cold
2	2009	July	18-Jul-09	SOUTH	2	TOTAL	S2TOTAL	4C	4	Gero	R					x3361/B1 491	x3361/B1 491	649	0		Cold
2	2009	July	18-Jul-09	SOUTH	2	TOTAL	S2TOTAL	7G	4	Elru	C	m	N	A		B1 424/x3372	B1 424/x3372	442	0	62	
2	2009	July	14-Jul-09	SOUTH	3	OPEN	S3OPEN	6E	1	Acke	C	m	S	A				18	1	31	
2	2009	July	16-Jul-09	SOUTH	3	OPEN	S3OPEN	2C	2	Gero	C	m	S	A		x3310/B1 463	x3310/B1 463	640	0	110	
2	2009	July	16-Jul-09	SOUTH	3	OPEN	S3OPEN	5G	2	Acke	R								1		
2	2009	July	17-Jul-09	SOUTH	3	OPEN	S3OPEN	3A	3	Gero	R					x3310/B1 463	x3310/B1 463	640	0		
2	2009	July	17-Jul-09	SOUTH	3	OPEN	S3OPEN	7C	3	UMus	C	m	N	A				816	1	4.2	
2	2009	July	18-Jul-09	SOUTH	3	OPEN	S3OPEN	1G	4	Gero	R					x3310/B1 463	x3310/B1 463	640	0		Cold
2	2009	July	14-Jul-09	SOUTH	3	TOTAL	S3TOTAL	1A	1	Gero	C	f	L	A		DL22/x3381	DL22/x3381	605	0	80	
2	2009	July	14-Jul-09	SOUTH	3	TOTAL	S3TOTAL	1D	1	Same	R	m	S	A		DL72/x3386	DL72/x3386	1375	0	60	
2	2009	July	14-Jul-09	SOUTH	3	TOTAL	S3TOTAL	3G	1	Acke	C	f	L	A				19	1	27	
2	2009	July	14-Jul-09	SOUTH	3	TOTAL	S3TOTAL	6C	1	Acke	C	m	S	A				22	1	28	
2	2009	July	14-Jul-09	SOUTH	3	TOTAL	S3TOTAL	7G	1	Same	R	f	N	A		x3313/x3281	x3313/x3281	2818	0	52	
2	2009	July	16-Jul-09	SOUTH	3	TOTAL	S3TOTAL	1C	2	Gero	R	f	N	A		B1 485/DL96	B1405/DL96	597	0	86	
2	2009	July	16-Jul-09	SOUTH	3	TOTAL	S3TOTAL	1D	2	Acke	C	f	S	A				24	1	26	
2	2009	July	16-Jul-09	SOUTH	3	TOTAL	S3TOTAL	2A	2	Acke	C	f	P	A				23	1	29	Dead
2	2009	July	16-Jul-09	SOUTH	3	TOTAL	S3TOTAL	2C	2	Gero	R								0		
2	2009	July	16-Jul-09	SOUTH	3	TOTAL	S3TOTAL	5D	2	Same	R					DL72/x3386	DL72/x3386	1375	0		
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	2A	3	Acke	C	m	N	A				26	1	25	
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	2E	3	Acke	R	f	P	A				18	1	27	
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	3F	3	Gero	R	f	N	A		/DL62			0	74	Cold
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	5B	3	Elru	C	f	N	J		DL76/B1 417	DL76/B1 417	486	0	52	
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	5D	3	Same	R					DL72/x3386	DL72/x3386	1375	0		
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	6B	3	Elru	C	m	N	A		DL98/B1 408	DL98/B1 408	489	0	65	
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	6F	3	UMus	C	f	P	A				819	1	5.4	
2	2009	July	17-Jul-09	SOUTH	3	TOTAL	S3TOTAL	6G	3	Same	R					x3313/x3281	x3313/x3281	2818	0		
2	2009	July	18-Jul-09	SOUTH	3	TOTAL	S3TOTAL	1A	4	Gero	R					B1 485/DL96	B1405/DL96	597	0		Left tag lost
2	2009	July	18-Jul-09	SOUTH	3	TOTAL	S3TOTAL	4C	4	Gero	R					/DL62			0		
2	2009	July	18-Jul-09	SOUTH	3	TOTAL	S3TOTAL	5B	4	Elru	R					DL98/B1 408	DL98/B1 408	489	0		
2	2009	July	18-Jul-09	SOUTH	3	TOTAL	S3TOTAL	6D	4	UMus	C	f	N	A				820	1	4.6	
2	2009	July	18-Jul-09	SOUTH	3	TOTAL	S3TOTAL	7B	4	Same	R					DL72/x3386	DL72/x3386	1375	0		
2	2009	July	18-Jul-09	SOUTH	3	TOTAL	S3TOTAL	7G	4	UMus	C	f	P	A				821	1	6.4	
3	2009	September	11-Sep-09	CENTRAL	1	OPEN	C1OPEN	2D	1	Gero	C	m	S	A		B1 598/B1 586	B1 598/B1 586	556	0	98	
3	2009	September	11-Sep-09	CENTRAL	1	OPEN	C1OPEN	3D	1	Elru	C	f	N	J		B1 592/B1 591	B1 592/B1 591	454	0	56	
3	2009	September	12-Sep-09	CENTRAL	1	OPEN	C1OPEN	1D	2	Elru	R					B1 592/B1 591	B1 592/B1 591	454	0		
3	2009	September	12-Sep-09	CENTRAL	1	OPEN	C1OPEN	3F	2	Gero	R					B1 598/B1 586	B1 598/B1 586	556	0		
3	2009	September	13-Sep-09	CENTRAL	1	OPEN	C1OPEN	2F	3	Gero	R					B1 598/B1 586	B1 598/B1 586	556	0		Both tags lost
3	2009	September	13-Sep-09	CENTRAL	1	OPEN	C1OPEN	3A	3	Acke	C	m	S	A				42	1	30	
3	2009	September	13-Sep-09	CENTRAL	1	OPEN	C1OPEN	4F	3	UMus	C	m	N	A				837	1	5	
3	2009	September	13-Sep-09	CENTRAL	1	OPEN	C1OPEN	5D	3	Gero	C	m	S	A		B1 582/B1 587	B1 582/B1 587	552	0	84	
3	2009	September	13-Sep-09	CENTRAL	1	OPEN	C1OPEN	7A	3	Gero	R					B1 598/B1 586	B1 598/B1 586	556	0		
3	2009	September	14-Sep-09	CENTRAL	1	OPEN	C1OPEN	2E	4	Acke	C	f	N	A				45	1	26	
3	2009	September	11-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	1B	1	Gero	R	f	N	A					0	81	
3	2009	September	11-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	2B	1	Elru	C	f	N	A		B1 596/B1 585	B1 596/B1 585	455	0	47	
3	2009	September	11-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	2E	1	Gero	R	m	S	A		DL04/B1 469	DL04/B1 469	598	0	108	Both tags lost
3	2009	September	12-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	2B	2	Gero	R								0		Left tag lost
3	2009	September	12-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	6G	2	Gero	R	m	S	A		B1 498/DL88	B1 498/DL88	1463	0	77	
3	2009	September	13-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	1A	3	Gero	R								0		Left tag lost
3	2009	September	13-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	4D	3	Elru	C	m	N	A		B1 581/B1 552	B1 581/B1 552	453	0	59	
3	2009	September	13-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	5G	3	Same	R	m	N	A		B1 481/DL52	B1 481/DL52	1333	0	44	
3	2009	September	13-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	6A	3	Gero	C	m	S	A		B1 595/B1 580	B1 595/B1 580	555	0	118	
3	2009	September	14-Sep-09	CENTRAL	1	TOTAL	C1TOTAL	3C	4	Elru	R					/B1 552	B1 581/B1 552	453	0		Left tag lost
3	2009	September	11-Sep-09	CENTRAL	2	OPEN	C2OPEN	1D	1	Gero	R	m	S	A		DL45/x3330	DL45/x3330	1472	0	85	
3	2009	September	11-Sep-09	CENTRAL	2	OPEN	C2OPEN	7E	1	Gero	R	m	S	A		x3305/B1 409	x3305/B1 409	1482	0	84	
3	2009	September	12-Sep-09	CENTRAL	2	OPEN	C2OPEN	2B	2	Gero	R					DL45/x3330	DL45/x3330	1472	0		
3	2009	September	12-Sep-09	CENTRAL	2	OPEN	C2OPEN	7D	2	Gero	R					x3305/B1 409	x3305/B1 409	1482	0		Both tags lost
3	2009	September	13-Sep-09	CENTRAL	2	OPEN	C2OPEN	1G	3	Gero	R	m	S	A		DL 45/x3330	DL45/x3330	1472	0	75	
3	2009	September	13-Sep-09	CENTRAL	2	OPEN	C2OPEN	3D	3	Taha	C	m	S	A		B1 527/B1 526	B1 527/B1 526	1430	0	38	
3	2009	September	13-Sep-09	CENTRAL	2	OPEN	C2OPEN	4B	3	Gero	R					x3305/B1 409	x3305/B1 409	1482	0		
3	2009	September	14-Sep-09	CENTRAL	2	OPEN	C2OPEN	2G	4	Gero	R					DL45/x3330	DL45/x3330	1472	0		
3	2009	September	11-Sep-09	CENTRAL	2	TOTAL	C2TOTAL	1E	1	Gero	R	m	S	A		DL38/DL08	DL38/DL08	608	0	100	
3	2009	September	11-Sep-09	CENTRAL	2	TOTAL	C2TOTAL	7G	1	Gero	R	m	S	A		x3393/DL46	x3393/DL46	653	0	100	
3	2009	September	12-Sep-09	CENTRAL	2	TOTAL	C2TOTAL	7F	2	Gero	R					x3393/DL46	x3393/DL46	653	0		
3	2009	September	13-Sep-09	CENTRAL	2	TOTAL	C2TOTAL	1D	3	Gero	R	m	S	A		DL38/DL08	DL38/DL08	608	0	93	
3	2009	September	11-Sep-09	CENTRAL	3	OPEN	C3OPEN	7F	1	Gero	R	m	S	A		B1 467/DL49	B1 467/DL49	535	0	93	Left tag lost
3	2009	September	14-Sep-09	CENTRAL	3	OPEN	C3OPEN	6G	4	Gero	R					B1 467/DL49 	B1 467/DL49 	535	0		
3	2009	September	11-Sep-09	CENTRAL	3	TOTAL	C3TOTAL	3D	1	Taha	C	f	N	A		B1 583/B1 588	B1 583/B1 588	1432	0	53	
3	2009	September	11-Sep-09	CENTRAL	3	TOTAL	C3TOTAL	4A	1	Acke	C	f	L	A				40	1	39	
3	2009	September	11-Sep-09	CENTRAL	3	TOTAL	C3TOTAL	4C	1	Acke	C	m	N	A					1		Escaped
