year,season,date,habitat,night,web,trap,recap,spp,sex,age,weight,repro,recond,incomplete,marked,dead,closed,newborn,keyfield,datasetid,POINT_X,POINT_Y,table_id,layer_id
2004,F,10/21/2004,JC,3,2,106,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2106,DSL2006013,-106.7720878,32.51635523,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,114,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC2114,DSL2006013,-106.7723959,32.51598996,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,121,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2121,DSL2006013,-106.7727772,32.51597574,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,123,Y,ONAR,.,.,0,.,.,.,.,.,.,.,JC2123,DSL2006013,-106.7726844,32.51592718,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,124,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2124,DSL2006013,-106.7726382,32.51591474,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,125,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2125,DSL2006013,-106.7725463,32.51585756,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,129,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2129,DSL2006013,-106.7721832,32.51567891,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,144,N,DIME,F,A,36,Y,L,.,.,.,.,.,JC2144,DSL2006013,-106.7722863,32.51522,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,141,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC2141,DSL2006013,-106.7724486,32.51545107,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,10,.,DIME,.,.,0,.,.,Y,U,.,.,.,JC210,DSL2006013,-106.7728173,32.51526857,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,12,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC212,DSL2006013,-106.7728253,32.51508836,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,2,22,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC222,DSL2006013,-106.7732502,32.51536398,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,22,N,CHPE,M,A,12,N,.,.,.,.,.,.,JC122,DSL2006013,-106.7702711,32.5146045,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,143,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC1143,DSL2006013,-106.7693615,32.51455153,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,144,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1144,DSL2006013,-106.7693081,32.51446657,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,12,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC112,DSL2006013,-106.7698293,32.51433399,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,9,Y,SPSP,.,.,0,.,.,.,.,.,.,.,JC19,DSL2006013,-106.7698356,32.51461149,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,2,N,CHPE,F,A,11,N,.,.,.,.,.,.,JC12,DSL2006013,-106.7698436,32.51513857,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,113,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC1113,DSL2006013,-106.7695377,32.51525107,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,114,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1114,DSL2006013,-106.7694327,32.51525276,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,117,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1117,DSL2006013,-106.7691172,32.51525485,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,119,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1119,DSL2006013,-106.7689068,32.51525361,100-086-9.1,210-086-3.1
2004,F,10/21/2004,JC,3,1,120,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1120,DSL2006013,-106.7687908,32.5152503,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,85,N,DIME,M,A,47,Y,S,.,.,.,.,.,JC185,DSL2006013,-106.7698375,32.51528004,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,105,N,DIME,M,A,47,Y,S,.,.,.,1,.,JC1105,DSL2006013,-106.7692166,32.51557655,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,98,N,PELE,F,A,25,Y,L,.,.,.,.,.,JC198,DSL2006013,-106.7697704,32.51529532,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,66,N,DIME,M,A,35,N,.,.,.,.,.,.,JC166,DSL2006013,-106.770084,32.51555342,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,68,N,DIME,M,A,49,N,.,.,.,.,.,.,JC168,DSL2006013,-106.7701925,32.51570957,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,17,N,PELE,M,A,22,N,.,.,.,.,.,.,JC117,DSL2006013,-106.7700021,32.51499863,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,24,N,SPSP,.,.,0,.,.,Y,M,D,.,.,JC124,DSL2006013,-106.7703776,32.51445782,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,25,N,PGFL,M,A,7,N,.,.,.,.,.,.,JC125,DSL2006013,-106.7698997,32.51521828,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,80,N,SIHI,F,A,75,N,.,.,.,.,.,.,JC280,DSL2006013,-106.7728321,32.51654384,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,83,N,DIME,.,J,24,N,.,.,.,.,2,.,JC283,DSL2006013,-106.7728247,32.51680765,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,96,N,DIME,M,A,53,Y,S,.,.,.,.,.,JC296,DSL2006013,-106.7722706,32.51676136,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,94,N,DIME,F,A,45,Y,L,.,.,.,.,.,JC294,DSL2006013,-106.7723842,32.51660847,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,5,N,DIME,F,A,32,N,.,.,.,.,.,.,JC25,DSL2006013,-106.7728315,32.51572358,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,7,N,DIME,F,A,44,Y,L,.,.,.,.,.,JC27,DSL2006013,-106.772824,32.51554152,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,24,N,DIME,M,A,48,N,.,.,.,.,.,.,JC224,DSL2006013,-106.7733549,32.51520908,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,70,N,DIME,F,A,60,Y,"L,P,V",.,.,.,.,.,JC370,DSL2006013,-106.7787022,32.51584522,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,62,N,PGFL,.,.,0,.,.,Y,U,.,.,.,JC362,DSL2006013,-106.7783323,32.515301,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,23,N,SIHI,M,A,84,N,.,.,.,.,3,.,JC323,DSL2006013,-106.7787343,32.51451492,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,31,N,DIME,M,A,54,Y,S,.,.,D,.,.,JC331,DSL2006013,-106.7787298,32.51498998,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,15,N,DIME,F,A,41,N,.,.,.,D,.,.,JC315,DSL2006013,-106.7783534,32.51510569,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,130,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC3130,DSL2006013,-106.7775341,32.5148791,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,144,N,DIME,M,A,54,Y,PS,.,.,.,.,.,JC3144,DSL2006013,-106.7777236,32.51445052,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,142,N,PGFL,M,A,7,N,.,.,.,.,.,.,JC3142,DSL2006013,-106.7778334,32.51460393,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,140,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC3140,DSL2006013,-106.7779409,32.51475824,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,139,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC3139,DSL2006013,-106.7780012,32.51483195,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,133,N,PGFL,F,A,8,Y,L,.,.,.,.,.,JC3133,DSL2006013,-106.7782492,32.51518246,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,32,N,CHPE,M,A,16,N,.,.,.,.,.,.,JC332,DSL2006013,-106.7788232,32.51494946,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,34,N,DIME,M,A,52,Y,S,.,.,.,.,.,JC334,DSL2006013,-106.779003,32.51486155,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,45,N,CHPE,F,A,17,N,.,.,.,.,.,.,JC345,DSL2006013,-106.7790174,32.51522013,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,41,N,PELE,F,A,23,N,.,.,.,.,.,.,JC341,DSL2006013,-106.7785963,32.51522278,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,80,N,SIHI,M,A,110,Y,S,.,.,.,.,.,JC280,DSL2006013,-106.7728321,32.51654384,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,84,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC284,DSL2006013,-106.7728212,32.51688621,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,94,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC294,DSL2006013,-106.7723842,32.51660847,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,93,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC293,DSL2006013,-106.7724386,32.51652969,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,88,N,NEAL,F,A,140,N,.,.,.,.,.,.,JC288,DSL2006013,-106.7727114,32.51614207,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,124,Y,ONAR,.,.,0,.,.,.,.,.,.,.,JC2124,DSL2006013,-106.7726382,32.51591474,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,125,N,DIME,M,A,61,Y,PS,.,.,.,.,.,JC2125,DSL2006013,-106.7725463,32.51585756,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,126,N,ONAR,M,A,20,N,.,.,.,.,.,.,JC2126,DSL2006013,-106.7724541,32.51581362,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,129,N,PELE,.,J,16,N,.,.,.,.,.,.,JC2129,DSL2006013,-106.7721832,32.51567891,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,132,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC2132,DSL2006013,-106.7718991,32.51553841,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,63,N,CHPE,M,A,16,N,.,.,.,.,.,.,JC163,DSL2006013,-106.7699424,32.51537172,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,66,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC166,DSL2006013,-106.770084,32.51555342,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,112,N,DIME,.,J,33,N,.,.,.,.,.,.,JC1112,DSL2006013,-106.7696449,32.51525353,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,115,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1115,DSL2006013,-106.7693275,32.5152534,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,120,.,DIME,.,.,0,.,.,Y,U,D,.,.,JC1120,DSL2006013,-106.7687908,32.5152503,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,86,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC186,DSL2006013,-106.7698076,32.51531658,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,145,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1145,DSL2006013,-106.7698605,32.51525148,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,105,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1105,DSL2006013,-106.7692166,32.51557655,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,98,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC198,DSL2006013,-106.7697704,32.51529532,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,109,Y,PGFL,.,.,0,.,.,.,.,.,.,.,JC1109,DSL2006013,-106.7698164,32.51524843,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,132,N,DIME,F,A,47,Y,L,.,.,.,.,.,JC1132,DSL2006013,-106.7689238,32.51479838,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,84,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC284,DSL2006013,-106.7728212,32.51688621,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,94,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC294,DSL2006013,-106.7723842,32.51660847,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,91,N,ONAR,M,A,20,N,.,.,.,.,.,.,JC291,DSL2006013,-106.7725415,32.51637691,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,33,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC233,DSL2006013,-106.7734643,32.51565228,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,34,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC234,DSL2006013,-106.7735535,32.51561433,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,48,N,SIHI,.,J,22,N,.,.,.,.,.,.,JC248,DSL2006013,-106.7738978,32.5159795,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,41,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC241,DSL2006013,-106.7731436,32.51598852,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,40,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC240,DSL2006013,-106.7730374,32.51599039,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,37,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC237,DSL2006013,-106.7728777,32.51599419,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,139,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2139,DSL2006013,-106.7725611,32.51560142,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,51,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC351,DSL2006013,-106.7784166,32.51529155,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,54,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC354,DSL2006013,-106.7786509,32.5154076,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,60,N,DIME,F,A,38,N,.,.,.,.,.,.,JC360,DSL2006013,-106.7793295,32.51520646,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,70,N,PGFL,F,A,12,N,.,.,.,.,.,.,JC370,DSL2006013,-106.7787022,32.51584522,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,67,N,DIME,M,A,38,N,.,.,.,.,.,.,JC367,DSL2006013,-106.778546,32.51561199,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,1,N,DIME,M,A,48,Y,S,.,.,.,.,.,JC31,DSL2006013,-106.7782776,32.51517646,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,6,N,ONAR,F,A,19,N,.,.,.,.,.,.,JC36,DSL2006013,-106.7782718,32.51485754,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,8,N,NEAL,F,A,185,N,.,.,.,.,.,.,JC38,DSL2006013,-106.7782715,32.51468237,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,9,N,PGFL,F,A,8,Y,L,.,.,.,.,.,JC39,DSL2006013,-106.7782724,32.51459236,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,3,23,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC323,DSL2006013,-106.7787343,32.51451492,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,37,N,DIME,M,A,30,N,.,.,.,.,.,.,JC137,DSL2006013,-106.7699106,32.51524553,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,43,N,PGFL,M,A,6,N,.,.,.,.,.,.,JC143,DSL2006013,-106.7703873,32.51523774,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,58,N,DIME,M,A,53,N,.,.,.,.,.,.,JC158,DSL2006013,-106.7706093,32.51558115,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,56,N,PGFL,M,A,6,N,.,.,.,.,.,.,JC156,DSL2006013,-106.7704098,32.51550141,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,54,N,DIME,M,A,42,N,.,.,.,.,.,.,JC154,DSL2006013,-106.770234,32.5154219,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,1,50,N,PELE,M,A,21,N,.,.,.,.,.,.,JC150,DSL2006013,-106.769948,32.51529447,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,50,N,DIME,M,A,42,N,.,.,.,.,.,.,JC250,DSL2006013,-106.7729181,32.51603843,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,70,N,DIME,M,A,39,N,.,.,.,.,.,.,JC270,DSL2006013,-106.7732603,32.51661453,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,69,N,DIME,F,A,51,N,.,.,.,.,.,.,JC269,DSL2006013,-106.7732061,32.51653478,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,28,N,PELE,.,J,15,N,.,.,.,.,.,.,JC228,DSL2006013,-106.7730128,32.51589999,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,31,N,DIME,F,A,49,N,.,.,.,.,.,.,JC231,DSL2006013,-106.7732823,32.51576349,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,48,N,SIHI,F,A,85,N,.,.,.,.,.,.,JC248,DSL2006013,-106.7738978,32.5159795,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,42,N,DIME,M,A,49,Y,S,.,.,.,.,.,JC242,DSL2006013,-106.7732536,32.51598725,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,2,39,N,DIME,.,.,0,.,.,Y,N,.,.,.,JC239,DSL2006013,-106.7729849,32.51599084,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,94,N,DIME,M,A,47,Y,S,.,.,.,.,.,JC394,DSL2006013,-106.7778658,32.51585637,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,129,N,DIME,M,A,40,N,.,.,.,.,.,.,JC3129,DSL2006013,-106.7776274,32.51492219,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,130,N,DIME,M,A,42,N,.,.,.,.,.,.,JC3130,DSL2006013,-106.7775341,32.5148791,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,143,N,DIME,M,A,44,Y,S,.,.,D,.,.,JC3143,DSL2006013,-106.7777791,32.5145286,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,140,N,CHPE,M,A,14,N,.,.,.,.,.,.,JC3140,DSL2006013,-106.7779409,32.51475824,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,139,N,DIME,F,A,47,N,.,.,.,.,.,.,JC3139,DSL2006013,-106.7780012,32.51483195,100-086-9.1,210-086-3.1
2005,F,9/28/2005,JC,1,3,135,N,NEAL,M,A,155,Y,S,.,.,D,.,.,JC3135,DSL2006013,-106.7781914,32.51510232,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,23,N,DIME,M,A,48,Y,S,.,.,.,3,.,JC323,DSL2006013,-106.7787343,32.51451492,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,75,N,CHPE,M,A,12,N,.,.,.,D,.,.,JC375,DSL2006013,-106.7782765,32.51536277,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,79,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC379,DSL2006013,-106.7782668,32.51568304,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,82,N,CHPE,M,A,12,N,.,.,.,.,.,.,JC382,DSL2006013,-106.7782669,32.51594813,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,83,N,DIME,M,A,40,Y,S,.,.,.,.,.,JC383,DSL2006013,-106.7782663,32.51604472,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,92,N,SIHI,.,.,0,.,.,Y,N,.,.,.,JC392,DSL2006013,-106.7779633,32.51569922,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,3,37,N,DIME,M,A,38,N,.,.,.,.,.,.,JC337,DSL2006013,-106.7783309,32.51522966,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,28,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC228,DSL2006013,-106.7730128,32.51589999,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,31,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC231,DSL2006013,-106.7732823,32.51576349,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,32,N,CHPE,M,A,11,N,.,.,.,.,.,.,JC232,DSL2006013,-106.7733716,32.51570289,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,97,N,PGFL,F,A,8,Y,L,.,.,.,.,.,JC297,DSL2006013,-106.7727738,32.51601651,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,104,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2104,DSL2006013,-106.7722668,32.51627197,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,106,N,PGFL,F,A,7,Y,L,.,.,.,.,.,JC2106,DSL2006013,-106.7720878,32.51635523,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,118,N,DIME,F,A,50,Y,L,.,.,.,.,.,JC2118,DSL2006013,-106.7719765,32.51599713,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,116,Y,CHPE,.,.,0,.,.,.,.,.,.,.,JC2116,DSL2006013,-106.7721953,32.51599307,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,109,N,PGFL,M,A,6,Y,S,.,.,.,.,.,JC2109,DSL2006013,-106.7727756,32.51598867,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,138,N,PGFL,M,A,7,N,.,.,.,.,.,.,JC2138,DSL2006013,-106.7726141,32.51567987,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,139,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC2139,DSL2006013,-106.7725611,32.51560142,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,2,15,N,DIME,M,A,39,N,.,.,.,.,.,.,JC215,DSL2006013,-106.7729065,32.51587179,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,14,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC114,DSL2006013,-106.7699083,32.51515694,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,15,Y,DIME,.,.,0,.,.,.,.,.,3,.,JC115,DSL2006013,-106.7699339,32.51511581,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,21,N,SIHI,M,A,80,N,.,.,.,.,.,.,JC121,DSL2006013,-106.7702176,32.51468246,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,34,N,DIME,M,A,49,Y,S,.,.,.,.,.,JC134,DSL2006013,-106.7705745,32.51487522,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,32,N,DIME,M,A,38,Y,PS,.,.,.,.,.,JC132,DSL2006013,-106.7704016,32.51497375,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,135,N,CHPE,.,J,5,N,.,.,.,.,.,.,JC1135,DSL2006013,-106.7697775,32.51512692,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,138,N,SIHI,.,.,0,.,.,Y,N,.,.,.,JC1138,DSL2006013,-106.7696398,32.51492924,100-086-9.1,210-086-3.1
2005,F,9/29/2005,JC,2,1,141,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC1141,DSL2006013,-106.7694752,32.51469306,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,38,N,ONAR,F,A,29,Y,P,.,.,.,.,.,JC138,DSL2006013,-106.7699641,32.51524754,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,41,N,PGFL,M,A,7,N,.,.,.,.,.,.,JC141,DSL2006013,-106.770177,32.515244,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,45,N,DIME,.,.,0,.,.,Y,N,.,.,.,JC145,DSL2006013,-106.770601,32.51523552,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,48,N,DIME,M,A,40,Y,S,.,.,.,.,.,JC148,DSL2006013,-106.7709199,32.51522844,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,56,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC156,DSL2006013,-106.7704098,32.51550141,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,55,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC155,DSL2006013,-106.7703225,32.5154659,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,52,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC152,DSL2006013,-106.770043,32.51534475,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,17,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC117,DSL2006013,-106.7700021,32.51499863,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,20,N,PGFL,M,A,8,N,.,.,.,.,.,.,JC120,DSL2006013,-106.7701629,32.51475812,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,1,21,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC121,DSL2006013,-106.7702176,32.51468246,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,49,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC249,DSL2006013,-106.7728651,32.51601181,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,51,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC251,DSL2006013,-106.7729655,32.51605989,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,54,N,DIME,.,.,0,.,.,Y,N,.,.,.,JC254,DSL2006013,-106.7731943,32.51617612,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,60,Y,DIME,.,.,0,.,.,.,.,.,.,.,JC260,DSL2006013,-106.7737549,32.51644297,100-086-9.1,210-086-3.1
2005,F,9/30/2005,JC,3,2,70,N,DIME,M,A,49,Y,S,.,.,.,.,.,JC270,DSL2006013,-106.7732603,32.51661453,100-086-9.1,210-086-3.1
